kod,pkod,naz,dop,pro,typ,mjd,mj,tbal,vyr,zem,ohl,uhr1,lim1,ome1,uhr2,lim2,ome2,uhr3,lim3,ome3,mfc,dnc,uhs,upo,uhp,udoks,udo,skp,dat,kat,rp1,rp2,rp3,rp4,rp5,riziko,typ_pomucky,vek_od,vek_do,kod_sklo
5019102,0000000,"60320 S  Pravá - Sandále, zavírání na suché zipy",Pooperační bandážová obuv pravá šíře R,P,04,1,ks,ks,B81,DE,Florett Varomed CZ s.r.o.,487.20,,"DIA, ORP, POP, ORT, REH, CHI",0.00,,,0.00,,,1253.00,,04.07.01.01,,,1,12,,2026-02-01,,,,,,,,,,,
5019095,0000000,60310 S  Levá - Šněrovací polobotka,Pooperační bandážová obuv levá šíře R,P,04,1,ks,ks,B81,DE,Florett Varomed CZ s.r.o.,487.20,,"DIA, ORP, POP, ORT, REH, CHI",0.00,,,0.00,,,1204.00,,04.07.01.01,,,1,12,,2026-02-01,,,,,,,,,,,
5019094,0000000,58882 S Levá - Göteborg,Pooperační bandážová obuv levá šíře L,P,04,1,ks,ks,B81,DE,Florett Varomed CZ s.r.o.,487.20,,"DIA, ORP, POP, ORT, REH, CHI",0.00,,,0.00,,,896.00,,04.07.01.01,,,1,12,,2026-02-01,,,,,,,,,,,
5019112,0000000,KALHOTKY ABSORPČNÍ ATTENDS FLEX 10 LARGE,"BOKY 85-125CM,3100ML,24KS",P,02,24,ks,bal,PAP,SE,"MSM, spol. s r.o.",437.92,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",555.75,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",573.30,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",585.00,,02.01.01.01,,,150,,,2026-02-01,,,,,,,,,,,
5019103,0000000,60321 S Pravá - samostatný nártový díl k modelu 60320 S Pravá,Jazyk s vložkou pro uzavření modelu 60320 S Pravá dle fotek,P,04,1,ks,ks,B81,DE,Florett Varomed CZ s.r.o.,487.20,,"DIA, ORP, POP, ORT, REH, CHI",0.00,,,0.00,,,588.00,,04.07.01.01,,,1,12,,2026-02-01,,,,,,,,,,,
5019101,0000000,60310 S Pravá -  Šněrovací polobotka,Pooperační bandážová obuv pravá šíře R,P,04,1,ks,ks,B81,DE,Florett Varomed CZ s.r.o.,487.20,,"DIA, ORP, POP, ORT, REH, CHI",0.00,,,0.00,,,1204.00,,04.07.01.01,,,1,12,,2026-02-01,,,,,,,,,,,
5019089,0000000,Spex Manta Back Support,Speciální zádová opěrka,P,07,1,ks,bal,B83,NZ,"Letmo CZ, s.r.o.",23940.00,Z,"PED, NEU, INT, ORT, REH",0.00,,,0.00,,,26600.00,,07.01.03.01,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5019118,0000000,StoCare® Remove Medical Adhesive Remover Spray,"sprej, odstraňovač adheziv, silikonový 50 ml",P,03,1,ks,ks,B80,GB,Distrimed s.r.o.,243.57,,"PED, GER, ONK, NEF, INT, PRL, CHI, URN, SDP, SLO",0.00,,,0.00,,,243.57,,03.08.04.02,,,,,,2026-02-01,,,,,,,,,,,
5019104,0000000,60321 S Levá - samostatný nártový díl k modelu 60320 S Levá,Jazyk s vložkou pro uzavření modelu 60320 S Levá dle fotek,P,04,1,ks,ks,B81,DE,Florett Varomed CZ s.r.o.,487.20,,"DIA, ORP, POP, ORT, REH, CHI",0.00,,,0.00,,,588.00,,04.07.01.01,,,1,12,,2026-02-01,,,,,,,,,,,
5019083,0000000,Nürofoam surgical PHMB 20x20 cm,"Pěnové krytí, lepící, s PHMB a silikonovou vrstvou, 20cm x 20cm, 10ks",P,01,4000,cm2,bal,988,GB,Alice Bryksová,11060.00,Z,,0.00,,,0.00,,,11060.00,,01.02.07.08,,,,,,2026-02-01,,,,,,,,,,,
5019079,0000000,PODRUČKA COMFORT NASTAVITELNÁ,PŘÍSLUŠENSTVÍ KE KOČÁRKU ZDRAVOTNÍMU,P,07,2,ks,bal,PAT,CZ,PATRON Bohemia a.s.,4653.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,5170.00,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5019080,0000000,EMPULSE M90,POHON PŘÍDAVNÝ NA MECHANICKÉ VOZÍKY,P,07,1,ks,bal,B82,AU,MEDICCO s.r.o.,162000.00,Z,"PED, NEU, ORT, REH",0.00,,,0.00,,,180000.00,,07.01.03.03,R,90.00,1,60,,2026-02-01,,,,,,,,,,,
5019071,0000000,STŘÍŠKA OCHRANNÁ BUGGY CLASSIC,PŘÍSLUŠENSTVÍ KE KOČÁRKU ZDRAVOTNÍMU BUGGY,P,07,1,ks,bal,PAT,CZ,PATRON Bohemia a.s.,4698.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,5220.00,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5019081,0000000,Nürofoam surgical PHMB 10x10 cm,"Pěnové krytí, lepící, s PHMB a silikonovou vrstvou, 10cm x 10cm, 10ks",P,01,1000,cm2,bal,988,GB,Alice Bryksová,2800.00,Z,,0.00,,,0.00,,,2800.00,,01.02.07.08,,,,,,2026-02-01,,,,,,,,,,,
5019072,0000000,STŘÍŠKA OCHRANNÁ BUGGY PIPER,PŘÍSLUŠENSTVÍ KE KOČÁRKU ZDRAVOTNÍMU PIPER,P,07,1,ks,bal,PAT,CZ,PATRON Bohemia a.s.,6867.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,7630.00,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5019069,0000000,STŘÍŠKA OCHRANNÁ CLASSIC,"PŘÍSLUŠENSTVÍ KE KOČÁRKU ZDRAVOTNÍMU TOM4, JACKO",P,07,1,ks,bal,PAT,CZ,PATRON Bohemia a.s.,6696.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,7440.00,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5019070,0000000,STŘÍŠKA OCHRANNÁ COMFORT,PŘÍSLUŠENSTVÍ KE KOČÁRKU ZDRAVOTNÍMU TOM5,P,07,1,ks,bal,PAT,CZ,PATRON Bohemia a.s.,8073.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,8970.00,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5019068,0000000,STŘÍŠKA OCHRANNÁ BASIC,PŘÍSLUŠENSTVÍ KE KOČÁRKU ZDRAVOTNÍMU BEN,P,07,1,ks,bal,PAT,CZ,PATRON Bohemia a.s.,4635.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,5150.00,,07.02.05.01,,90.00,1,36,,2026-02-01,,,,,,,,,,,
5019051,0000000,"Nürofoam® Sensitive sacral 18 x 18,5 cm","Pěnové krytí sakrální, anatomické, 18×18,5 cm, 10ks",P,01,3330,cm2,bal,988,GB,Alice Bryksová,7874.49,Z,,0.00,,,0.00,,,7874.49,,01.02.07.04,,,,,,2026-02-01,,,,,,,,,,,
5019053,0000000,Nürocel® Extra Ag 10 x 10 cm,"10X10 CM, KRYTÍ S TECHNOLOGIÍ HYDROFIBER A STŘÍBREM, 10 KS",P,01,1000,cm2,bal,988,GB,Alice Bryksová,2430.40,Z,,0.00,,,0.00,,,2430.40,,01.02.06.02,,,,,,2026-02-01,,,,,,,,,,,
5019057,0000000,Nürofoam® Sensitive border 15 x 15 cm,"Pěnové krytí, lepící, se silikonovou vrstvou, 15cm x 15cm, 10ks",P,01,2250,cm2,bal,988,GB,Alice Bryksová,5468.40,Z,,0.00,,,0.00,,,5468.40,,01.02.07.04,,,,,,2026-02-01,,,,,,,,,,,
5019058,0000000,Nürofoam® Sensitive border 20 x 20 cm,"Pěnové krytí, lepící, se silikonovou vrstvou, 20cm x 20cm, 10ks",P,01,4000,cm2,bal,988,GB,Alice Bryksová,9721.60,Z,,0.00,,,0.00,,,9721.60,,01.02.07.04,,,,,,2026-02-01,,,,,,,,,,,
5019050,0000000,Alginür® 10 x 20 cm,"Alginur - STERILNÍ KRYTÍ S VLÁKNY MOŘSKÝCH ŘAS, 10 CM X 20 CM, 10ks",P,01,2000,cm2,bal,988,GB,Alice Bryksová,3390.00,Z,,0.00,,,0.00,,,3390.00,,01.02.04.01,,,,,,2026-02-01,,,,,,,,,,,
5019040,0000000,Nürofoam® Sensitive non border 20 x 20 cm,"Pěnové krytí, nelepicí, 20cm x 20cm, 10ks",P,01,4000,cm2,bal,988,GB,Alice Bryksová,7790.00,Z,,0.00,,,0.00,,,7790.00,,01.02.07.03,,,,,,2026-02-01,,,,,,,,,,,
5019049,0000000,Alginür® 10 x 10 cm,"Alginur - STERILNÍ KRYTÍ S VLÁKNY MOŘSKÝCH ŘAS, 10 CM X 10 CM, 10ks",P,01,1000,cm2,bal,988,GB,Alice Bryksová,1690.00,Z,,0.00,,,0.00,,,1690.00,,01.02.04.01,,,,,,2026-02-01,,,,,,,,,,,
5019044,0000000,Nürofoam® Non-adhesive PHMB 15 x 15 cm,"Pěnové krytí, s účinnou látkou PHMB, antimikrobiální, nelepící, 15×15 cm, 10ks",P,01,2250,cm2,bal,988,GB,Alice Bryksová,5468.35,Z,,0.00,,,0.00,,,5468.35,,01.02.07.06,,,,,,2026-02-01,,,,,,,,,,,
5019047,0000000,CUTIMED GEL,15G TUBA PRŮHLEDNÝ AMORFNÍ GEL K ČIŠTĚNÍ A UDRŽOVÁNÍ VLHKOSTI RÁNY STERILNÍ 10KS,P,01,150,g,bal,BSN,DE,Essity Czech Republic s.r.o.,2700.04,Z,,0.00,,,0.00,,,2700.04,,01.02.03.02,,,,,,2026-02-01,,,,,,,,,,,
5019076,0000000,GIGAS,"CHODÍTKO 4KOLOVÉ ODLEHČENÉ SE SEDÁTKEM, NOSNOST 150 kg",P,07,1,ks,bal,UAB,LT,SIV Kladno s.r.o.,3408.16,,"GER, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,3808.00,,07.03.02.03,,,1,60,,2026-02-01,,,,,,,,,,,
5016995,0000000,NU-GEL HYDROGEL S ALGINÁTEM,"25G, 6 KS V BALENÍ",P,01,150,g,bal,945,DE,Aspironix s.r.o.,2418.88,Z,,0.00,,,0.00,,,2418.88,,01.02.03.02,,,,,,2026-03-01,,,,,,,,,,,
5016952,0000000,FLEXIMA®-SOFTIMA® ACTIVE O'CONVEX,"URO, MIDI, BÉŽOVÝ, CTF 15-35 MM, 570 ML, 10 KS",P,03,10,ks,bal,BBM,DE,B. Braun Medical s.r.o.,2822.40,,"PED, GER, ONK, NEF, INT, PRL, CHI, URN, SDP, SLO",0.00,,,0.00,,,2822.40,,03.01.03.02,,,30,1,,2024-12-01,,,,,,,,,,,
5019156,0000000,Widex Allure ITE R D 110,"SLUCHADLO NABÍJECÍ ZVUKOVODOVÉ,  8 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,14500.00,,08.01.01.01,,,1,60,S,2026-03-01,,,,,,,,,,,
5019161,0000000,Widex Allure BTE R D 220,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ, 10 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,17900.00,,08.01.01.02,,,2,60,S,2026-03-01,,,,,,,,,,,
5016967,0000000,ASKINA® SILNET PLUS,"5 x 7,5 cm, 10 ks",P,01,375,cm2,bal,A76,CN,B. Braun Medical s.r.o.,911.40,Z,,0.00,,,0.00,,,911.40,,01.02.01.03,,,,,,2024-12-01,,,,,,,,,,,
5016964,0000000,DAILEE PANT,"PLUS L, KALHOTKY ABSORPČNÍ NATAHOVACÍ, SAVOST 1400ML, 15KS",P,02,15,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,269.20,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",300.87,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",310.37,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",316.71,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016948,0000000,CHODÍTKO ČTYŘKOLOVÉ SKLÁDACÍ WALKY,"VÝŠK.NASTAVITELNÉ,VÁHA 8,5KG,NOSNOST 136KG",P,07,1,ks,bal,A73,GR,Eldomed s.r.o.,3408.00,,"GER, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,3408.00,,07.03.02.03,,,1,60,,2024-05-01,,,,,,,,,,,
5016939,0000000,BrownGuard 100 límec krční typ 02,vel. S-XL,P,04,1,ks,bal,354,CZ,"ARIES, a.s.",194.88,,"ORP, POP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,314.30,,04.01.02.02,,,1,12,,2025-04-01,,,,,,,,,,,
5019164,0000000,Widex Allure ITE R D 110,"SLUCHADLO NABÍJECÍ ZVUKOVODOVÉ,  8 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,14500.00,,08.01.01.02,,,2,60,S,2026-03-01,,,,,,,,,,,
5016974,0000000,MAGICS PANTS,"VELIKOST 5, KALHOTKY ABSORPČNÍ NATAHOVACÍ DĚTSKÉ, 20KS",P,02,20,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,195.77,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",218.80,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",225.71,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",230.32,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016972,0000000,MAGICS FLEXIDRY,"VELIKOST 5, KALHOTKY ABSORPČNÍ ZALEPOVACÍ DĚTSKÉ, 27KS",P,02,27,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,269.18,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",300.85,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",310.35,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",316.69,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016971,0000000,MAGICS EASYSOFT,"VELIKOST 5, KALHOTKY ABSORPČNÍ ZALEPOVACÍ DĚTSKÉ, 42KS",P,02,42,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,430.69,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",481.36,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",496.56,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",506.70,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016943,0000000,SILIKONOVÉ SUPER SAVÉ KRYTÍ DURAMAX S,"15X20CM, 10KS V BALENÍ",P,01,3000,cm2,bal,A76,CN,"PROMEDICA PRAHA GROUP, a.s.",2184.00,Z,,0.00,,,0.00,,,2184.00,,01.02.13.16,,,,,,2024-05-01,,,,,,,,,,,
5016933,0000000,Hansaton AQ sound ST 1-R,Hansaton AQ sound ST 1-R,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,14817.44,,08.01.01.03,,,1,60,S,2024-05-01,,,,,,,,,,,
5016925,0000000,Unitron Moxi V3-312,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,12317.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016978,0000000,Ortéza patelární kolenní Genu-Go Silistab 2343,"patelární silikonová výztuha, s patelárním otvorem, velikost 0-6",P,04,1,ks,ks,THU,FR,Thuasne CR s.r.o.,584.64,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,749.00,,04.04.02.06,,,1,12,,2024-05-01,,,,,,,,,,,
5016959,0000000,DAILEE PANT,"NORMAL M, KALHOTKY ABSORPČNÍ NATAHOVACÍ, 1000ML, 15KS",P,02,15,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,215.35,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",240.69,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",248.29,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",253.36,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016951,0000000,FLEXIMA®-SOFTIMA® ACTIVE O'CONVEX,"Typ: ROLL´UP, MAXI, BÉŽOVÝ, CTF 15-35 MM, 570 ML, 10 KS",P,03,10,ks,bal,BBM,DE,B. Braun Medical s.r.o.,2721.60,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,2721.60,,03.01.01.03,,,30,1,,2024-12-01,,,,,,,,,,,
5016931,0000000,Unitron Stride V1-PR,Sluchadlo BTE,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,10817.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016990,0000000,FAGRON MEDISLEEP BASIC,"Antidekubitní matrace pasivní, nízký st.dek., 200x90x10cm, nosnost 110kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",974.40,Z,"GER, NEU, ORT, PRL, REH, CHI",0.00,,,0.00,,,3000.00,,07.06.01.01,,,1,36,,2024-05-01,,,,,,,,,,,
5016961,0000000,DAILEE PANT,"NORMAL XL, KALHOTKY ABSORPČNÍ NATAHOVACÍ, SAVOST 1000ML, 15KS",P,02,15,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,226.69,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",253.36,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",261.36,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",266.70,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016914,0000000,"Suprasorb Liquacel Ag, krytí s hydrovláknem a stříbrem","10cm x 10cm, 10ks",P,01,1000,cm2,bal,B31,GB,"Lohmann & Rauscher, s.r.o.",2430.40,Z,,0.00,,,0.00,,,2430.40,,01.02.06.02,,,,,,2024-05-01,,,,,,,,,,,
5016913,0000000,"Suprasorb Liquacel Ag, krytí s hydrovláknem a stříbrem","5cm x 5cm, 10ks",P,01,250,cm2,bal,B31,GB,"Lohmann & Rauscher, s.r.o.",607.60,Z,,0.00,,,0.00,,,607.60,,01.02.06.02,,,,,,2024-05-01,,,,,,,,,,,
5016963,0000000,DAILEE PANT,"PLUS M, KALHOTKY ABSORPČNÍ NATAHOVACÍ, SAVOST 1400ML, 15KS",P,02,15,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,269.20,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",300.87,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",310.37,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",316.71,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016924,0000000,Unitron Moxi V1-RT,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,11317.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5016984,0000000,FAGRON MEDIHELP,"Antidekubitní matrace pasivní, vysoký st.dek., 200x90x16cm, nosnost 180kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",7000.00,Z,"GER, NEU, ORT, PRL, REH, CHI",0.00,,,0.00,,,7000.00,,07.06.01.03,,,1,36,,2024-05-01,,,,,,,,,,,
5016982,0000000,ABENA SLIP PREMIUM SPECIAL L4,"KALHOTKY ABSORPČNÍ, BOKY 100-150CM, 4000ML, 12KS",P,02,12,ks,bal,ABA,DK,UNTRACO s.r.o.,221.79,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",247.88,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",255.71,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",260.93,,02.01.01.01,,,150,,,2026-01-01,,,,,,,,,,,
5016979,0000000,Ortopedická obuv pro diabetiky dw active leather,SmoothJazz/Foxtrot/SwingMe/BlueBlues,P,04,1,par,par,980,DE,Mgr. Maroš Brunovský,974.40,,"DIA, ORP, ORT, REH, CHI, ANG, REV",0.00,,,0.00,,,1974.41,,04.07.03.01,,,1,24,,2024-05-01,,,,,,,,,,,
5016947,0000000,VCBK23242 GRASS,"CHODÍTKO ČTYŘKOLOVÉ, SKLÁDACÍ, NOSNOST 136 KG",P,07,1,ks,bal,MDA,PL,MEYRA ČR s.r.o.,3408.16,,"GER, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,3980.00,,07.03.02.03,,,1,60,,2024-05-01,,,,,,,,,,,
5016945,0000000,SILIKONOVÉ SUPER SAVÉ KRYTÍ DURAMAX S,"20X25CM, 10 KS V BALENÍ",P,01,5000,cm2,bal,A76,CN,"PROMEDICA PRAHA GROUP, a.s.",3640.00,Z,,0.00,,,0.00,,,3640.00,,01.02.13.16,,,,,,2024-05-01,,,,,,,,,,,
5016937,0000000,Hansaton AQ beat ST 1-R,Hansaton AQ beat ST 1-R,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,13817.44,,08.01.01.03,,,1,60,S,2024-05-01,,,,,,,,,,,
5017005,0000000,Askina Calgitrol Ag+,"10x10 cm, 10 ks v balení",P,01,1000,cm2,bal,B31,GB,B. Braun Medical s.r.o.,2430.00,Z,,0.00,,,0.00,,,2430.00,,01.02.07.06,,,,,,2024-05-01,,,,,,,,,,,
5016997,0000000,ADAPTIC NEADHERENTNÍ KRYTÍ,"12,7X22,9CM, 12KS V BALENÍ",P,01,3489,cm2,bal,945,DE,Aspironix s.r.o.,1358.86,Z,,0.00,,,0.00,,,1358.86,,01.02.01.01,,,,,,2024-05-01,,,,,,,,,,,
5016975,0000000,MAGICS PANTS,"VELIKOST 6, KALHOTKY ABSORPČNÍ NATAHOVACÍ DĚTSKÉ, 18KS",P,02,18,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,172.27,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",192.54,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",198.62,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",202.68,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016956,0000000,DAILEE BED,"PLUS, PODLOŽKY ABSORPČNÍ, 60X90CM, 30KS",P,02,30,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,213.92,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",0.00,,,0.00,,,328.14,,02.01.01.02,,75.00,30,,,2024-05-01,,,,,,,,,,,
5016940,0000000,BrownGuard 2000 ortéza palce ruky typ 01,vel. S-XL,P,04,1,ks,ks,354,CZ,"ARIES, a.s.",243.04,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,465.50,,04.03.01.01,,,1,12,,2025-04-01,,,,,,,,,,,
5016935,0000000,Hansaton AQ sound ST 1-RT,Hansaton AQ sound ST 1-RT,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,14817.44,,08.01.01.03,,,1,60,S,2024-05-01,,,,,,,,,,,
5016928,0000000,Unitron Moxi V1-312,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,10317.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5019231,0000000,clevefoam,"15 x 15 cm, nepřilnavé krytí z polyuretanové pěny, 10 ks",P,01,2250,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",3326.40,Z,,0.00,,,0.00,,,3326.40,,01.02.07.01,,,,,,2026-03-01,,,,,,,,,,,
5019225,0000000,cleveflex plus,"10 x 10 cm, silikonové pěnové krytí s okrajem, 10 ks",P,01,1000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",1701.30,Z,,0.00,,,0.00,,,1701.30,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019229,0000000,cleveflex plus,"10 x 35 cm, silikonové pěnové krytí s okrajem, 5 ks",P,01,1750,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",2977.27,Z,,0.00,,,0.00,,,2977.27,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019153,0000000,Widex Allure BTE R D 220,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ, 10 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,17900.00,,08.01.01.01,,,1,60,S,2026-03-01,,,,,,,,,,,
5019155,0000000,Widex Allure BTE R D 440,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ, 15 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,37900.00,,08.01.01.01,,,1,60,S,2026-03-01,,,,,,,,,,,
5019158,0000000,Widex Allure ITE R D 330,"SLUCHADLO NABÍJECÍ ZVUKOVODOVÉ, 12 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,27900.00,,08.01.01.01,,,1,60,S,2026-03-01,,,,,,,,,,,
5016969,0000000,ASKINA® SILNET PLUS,"10 x 10 cm, 10 ks",P,01,1000,cm2,bal,A76,CN,B. Braun Medical s.r.o.,2430.40,Z,,0.00,,,0.00,,,2430.40,,01.02.01.03,,,,,,2024-12-01,,,,,,,,,,,
5019217,0000000,clevesil border,"10 x 10 cm, obvaz z polyuretanové pěny se silikonovým rozhraním a okrajem, 10 ks",P,01,1000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",2187.40,Z,,0.00,,,0.00,,,2187.40,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019223,0000000,clevesil border heel,"25x23,5cm, obvaz z polyur. pěny se silikonovým rozhraním a okrajem - pata, 5 ks",P,01,2937.5,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",6425.48,Z,,0.00,,,0.00,,,6425.48,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019206,0000000,clevesorb,"10 x 20 cm, superabsorpční krytí, 10 ks",P,01,2000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",1310.40,Z,,0.00,,,0.00,,,1310.40,,01.02.13.16,,,,,,2026-03-01,,,,,,,,,,,
5019210,0000000,clevefoam tracheo,"10 x 9 cm, nepřilnavé krytí z polyuretanové pěny pro tracheostomii, 10 ks",P,01,900,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",1330.56,Z,,0.00,,,0.00,,,1330.56,,01.02.07.01,,,,,,2026-03-01,,,,,,,,,,,
5019132,0000000,Mepi Debripad,"11x18 cm, 5 ks, tampón pro čištění ran ",P,01,990,cm2,bal,B86,DE,"Mölnlycke Health Care, s.r.o.",2275.00,Z,,0.00,,,0.00,,,2275.00,,01.02.10.02,,,,,,2026-03-01,,,,,,,,,,,
