kod,pkod,naz,dop,pro,typ,mjd,mj,tbal,vyr,zem,ohl,uhr1,lim1,ome1,uhr2,lim2,ome2,uhr3,lim3,ome3,mfc,dnc,uhs,upo,uhp,udoks,udo,skp,dat,kat,rp1,rp2,rp3,rp4,rp5,riziko,typ_pomucky,vek_od,vek_do,kod_sklo
5006715,0086526,PODLOŽKA AT ESTEEM SYNERGY KONVEXNÍ TVAROVATELNÁ,"61/33-45 MM, 5 KS",P,03,5,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1024.80,,"GER, PED, ONK, NEF, INT, PRL, CHI, URN, SDP, SLO",0.00,,,0.00,,,1024.80,,03.02.01.02,,,10,1,,2019-10-01,,,,,,,,,,,
5006714,0170804,SÁČEK 2D NATURA+ UROSTOMICKÝ,"70 MM, PRŮHLEDNÝ, STANDARD, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1265.58,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1265.58,,03.03.04.01,,,60,1,,2025-01-01,,,,,,,,,,,
5006712,0086422,PODLOŽKA AT ESTEEM SYNERGY FLEXIBILNÍ,"35/13-35 MM, 5 KS",P,03,5,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,778.37,,"GER, PED, ONK, NEF, INT, PRL, CHI, URN, SDP, SLO",0.00,,,0.00,,,778.37,,03.02.01.01,,,10,1,,2019-10-01,,,,,,,,,,,
5006710,0170813,SÁČEK 1D ESTEEM+ TVAROVATELNÝ VÝPUSTNÝ,"40-50 MM, PRŮHLEDNÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1758.40,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1758.40,,03.01.01.02,,,60,1,,2019-10-01,,,,,,,,,,,
5006708,0170811,SÁČEK 1D ESTEEM+ TVAROVATELNÝ VÝPUSTNÝ,"20-30 MM, PRŮHLEDNÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1758.40,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1758.40,,03.01.01.02,,,60,1,,2019-10-01,,,,,,,,,,,
5006707,0170807,SÁČEK 1D ESTEEM+ TVAROVATELNÝ UZAVŘENÝ,"40-50 MM, BÉŽOVÝ, S OKÉNKEM, STANDARD, FILTR, 30 KS",P,03,30,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,2352.00,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,2352.00,,03.01.02.01,,,60,1,,2020-04-01,,,,,,,,,,,
5007356,0172777,PURE CHARGE&GO 7NX,SLUCHADLO DIGIT.48 KAN S REPRODUKTORKEM VE ZVUKOVODU NABÍJECÍ ČLÁNEK,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,31067.80,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007355,0172777,PURE CHARGE&GO 7NX,SLUCHADLO DIGIT.48 KAN S REPRODUKTORKEM VE ZVUKOVODU NABÍJECÍ ČLÁNEK,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,31067.80,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007354,0011663,ORTÉZA KYČLE S VÝZTUHAMI PAN 6.01,"ELASTICKÁ S DLAHAMI, ZVLÁŠŤ PRAVÁ A LEVÁ",P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,408.80,,"ORP, NEU, ORT, REH, CHI, REV",0.00,,,0.00,,,494.80,,04.04.03.02,,,1,12,,2026-02-01,,,,,,,,,,,
5007353,0171960,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON KAMI P,"ZTRÁTY DO 115 DB, 12 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,7304.34,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007352,0172371,MOTION SP 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ SILNÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,9739.12,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007351,0171959,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON KAMI XS,"ZTRÁTY DO 95 DB, 12 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,7304.34,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007350,0172371,MOTION SP 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ SILNÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,9739.12,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007349,0172369,MOTION P 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8765.20,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007348,0172369,MOTION P 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8765.20,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007347,0172367,MOTION SA 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8765.20,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007346,0172367,MOTION SA 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8765.20,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007345,0172366,MOTION S 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.39,,"FON, ORL",0.00,,,0.00,,,6817.39,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007344,0171958,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON KAMI S,"ZTRÁTY DO 100 DB, 12 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,6817.39,,"FON, ORL",0.00,,,0.00,,,6817.39,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007343,0172366,MOTION S 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.39,,"FON, ORL",0.00,,,0.00,,,6817.39,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007159,0170824,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON LIBRA R,"ZTRÁTY DO 95 DB,8 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8765.20,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007158,0172048,MOTION P 5PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,20939.12,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007157,0172048,MOTION P 5PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,20939.12,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007156,0045124,LASTOFA,LASTOFA-UZAVŘENÁ ŠPIČKA A-D,P,06,1,par,par,139,DE,G.P.S. Ofa s.r.o.,399.84,,"DIA, GER, DER, INT, PRL, REH, SLO, CHI, ANG, SDP",0.00,,,0.00,,,1001.09,,06.01.02.01,,,2,12,,2025-12-01,,,,,,,,,,,
5007155,0172181,MOTION SP 5PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,20452.18,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007154,0140574,HYALONE VISKOLEASTICKÝ ROZTOK,"INTRAARTIKULÁRNÍ INJEKCE 60 MG/4 ML, HRAZENA 1 APLIKACE DO 1 KLOUBU/6 MĚS.",P,11,1,ks,bal,FIF,IT,Fidia Pharma CZ s.r.o.,1427.28,,"ORT, REV",0.00,,,0.00,,,2854.57,,11,,50.00,1,6,,2025-09-01,,,,,,,R,,,,
5007153,0172181,MOTION SP 5PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,20452.18,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5006991,0168411,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ PROGRAMOVATELNÉ,"AUDIFON ARRIVA X ČTYŘKANÁLOVÉ, ZTRÁTY DO 95 DB",P,08,1,ks,ks,962,DE,audifon s.r.o.,4966.96,,"FON, ORL",0.00,,,0.00,,,4966.96,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5006989,0136339,AFO-WALKER 3/4 DRQI3H,"ORTÉZA HLEZENNÍ QMED, KLOUB S OMEZ. PLANT/DORS FLEXE 0-70°, 4 PÁSY, VEL.S-L",P,04,1,ks,ks,MDA,PL,MEYRA ČR s.r.o.,1459.89,,"DIA, ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1459.89,,04.04.01.01,,,1,12,,2019-10-01,,,,,,,,,,,
5006988,0004194,BORT KNEE SUPPORT WITH PATELLA RECESS,BANDÁŽ KOLENNÍ STABILO S OTVOREM PRO PATELLU 114 150,P,04,1,ks,ks,BOR,DE,DVORT spol.s r.o.,584.64,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,935.92,,04.04.02.06,,,1,12,,2019-10-01,,,,,,,,,,,
5006987,0168410,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ PROGRAMOVATELNÉ,"AUDIFON ARRIVA M ČTYŘKANÁLOVÉ, ZTRÁTY DO 85 DB",P,08,1,ks,ks,962,DE,audifon s.r.o.,4480.00,,"FON, ORL",0.00,,,0.00,,,4480.00,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5006986,0000000,VOZÍK MECHANICKÝ JAZZ S50B69,"BRZDY DOPROVODU,SKLÁPĚCÍ ZÁDOVÁ OPĚRKA,ŠÍŘE 39-50CM,NOSNOST 130KG",P,07,1,ks,ks,VER,BE,MEDESA care s.r.o.,7791.84,Z,"DIA, GER, PED, NEU, INT, ORT, PRL, REH",0.00,,,0.00,,,8024.99,,07.01.01.01,R,,1,60,,2025-01-01,,,,,,,,,,,
5006984,0136338,FIRST DRQI5A,"ORTÉZA KOLENNÍ ČTYŘB. QMED, POLYCENTR.KLOUB,REG.FLEXE/EXTEN.0-90°/0-40°,VEL.XS-L",P,04,1,ks,ks,MDA,PL,MEYRA ČR s.r.o.,2922.08,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,4956.00,,04.04.02.01,,,1,12,,2026-02-01,,,,,,,,,,,
5006983,0169290,GLUKOMETR MYLIFE PURA,INZULÍNOVÝ REŽIM,P,05,1,ks,ks,BNM,TW,"Diamedics, s.r.o.",486.96,,"DIA, INT, PRL",0.00,,,0.00,,,486.96,,05.02.01.01,,,1,72,,2019-10-01,,,,,,,,,,,
5006982,0004193,BORT VARIOBASIC,ZÁDOVÁ BANDÁŽ VARIOBASIC 112 650 - PÁS BEDERNÍ,P,04,1,ks,ks,BOR,DE,DVORT spol.s r.o.,682.08,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,981.20,,04.02.04.01,,,1,12,,2019-10-01,,,,,,,,,,,
5006981,0169221,"SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ S TINITUS MASKEREM,4 KANÁLY","AUDIFON ARRIVA S+ TRT, ZTRÁTY DO 75 DB",P,08,1,ks,ks,962,DE,audifon s.r.o.,4236.51,,"FON, ORL",0.00,,,0.00,,,4236.51,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5006980,0063674,PUSH MED WRIST BRACE,"VEL.: 1 - 4, PRAVÁ NEBO LEVÁ",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,292.32,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1263.92,,04.03.02.02,,,1,12,,2025-12-01,,,,,,,,,,,
5006979,0171244,AIRCURVE 10 CS PACEWAVE,KOMPLET S PŘÍSLUŠENSTVÍM A VÝHŘEVNÝM ZVLHČOVAČEM S MOŽNOSTÍ TELEMETRIE,P,10,1,ks,ks,B33,AU,ResMed CZ s.r.o.,101774.40,Z,"NEU, INT, KAR, PNE",0.00,,,0.00,,,109916.35,,10.04.03.08,R,,1,84,,2019-10-01,,,,,,,R,,,,
5006977,0063675,PUSH MED WRIST BRACE SPLINT,"S TVAROVATELNOU DLAHOU, VEL.: 1 - 4, PRAVÁ NEBO LEVÁ",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,340.48,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1060.29,,04.03.02.01,,,1,12,,2025-12-01,,,,,,,,,,,
5006976,0063673,PUSH CARE NECK BRACE,"VEL.: 1 - 2, VÝŠKA 8 CM NEBO 10 CM",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,194.88,,"ORP, POP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,854.64,,04.01.02.02,,,1,12,,2025-12-01,,,,,,,,,,,
5006975,0082011,LINOVERA,"NENASYCENÉ MASTNÉ KYSELINY PRO OŠETŘENÍ RAN, SPRAY 30ML",P,01,30,ml,bal,BBM,DE,B. Braun Medical s.r.o.,263.08,Z,,0.00,,,0.00,,,263.08,,01.02.08.04,,,,,,2024-12-01,,,,,,,,,,,
5006974,0063672,PUSH CARE BACK BRACE,VEL.: 1 - 5,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,389.76,,"GER, PED, ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1964.10,,04.02.05.01,,,1,12,,2025-12-01,,,,,,,,,,,
5006973,0041032,KANYLA TRACHEOSTOMICKÁ SILIKON,"FENESTROVANÁ 5KS FILT.ID 9,5-13,5MM DÉL.36-55 MM +1 KS KARTÁČEK",P,10,1,ks,ks,ATM,SE,RADIX CZ s.r.o.,682.08,,"FON, ORL, PNE",0.00,,,0.00,,,1821.20,,10.05.01.04,,,6,12,,2019-10-01,,,,,,,,,,,
5006972,0063669,PUSH CARE WRIST BRACE,"VEL.: 1 - 4, PRAVÁ NEBO LEVÁ",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,292.32,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,630.93,,04.03.02.02,,,1,12,,2025-12-01,,,,,,,,,,,
5006706,0082614,SÁČEK 1D ESTEEM+ UZAVŘENÝ,"30 MM, BÉŽOVÝ, STANDARD, FILTR, 30 KS",P,03,30,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,2352.00,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,2352.00,,03.01.02.01,,,60,1,,2019-10-01,,,,,,,,,,,
5006705,0082619,SÁČEK 1D ESTEEM+ VÝPUSTNÝ,"20-70 MM, PRŮHLEDNÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1758.40,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1758.40,,03.01.01.02,,,60,1,,2019-10-01,,,,,,,,,,,
5006704,0170793,AQUACEL AG+ EXTRA,"5X5 CM, KRYTÍ S TECHNOLOGIÍ HYDROFIBER A SE STŘÍBREM, 10 KS",P,01,250,cm2,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,607.58,Z,,0.00,,,0.00,,,607.58,,01.02.06.02,,,,,,2019-10-01,,,,,,,,,,,
5006703,0082620,SÁČEK 1D ESTEEM+ VÝPUSTNÝ,"20-70 MM, BÉŽOVÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1758.40,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1758.40,,03.01.01.02,,,60,1,,2019-10-01,,,,,,,,,,,
5006702,0170814,SÁČEK 1D ESTEEM+ TVAROVATELNÝ VÝPUSTNÝ,"20-30 MM, BÉŽOVÝ, S OKÉNKEM, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1758.40,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1758.40,,03.01.01.02,,,60,1,,2020-04-01,,,,,,,,,,,
5006701,0170815,SÁČEK 1D ESTEEM+ TVAROVATELNÝ VÝPUSTNÝ,"30-40 MM, BÉŽOVÝ, S OKÉNKEM, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1758.40,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1758.40,,03.01.01.02,,,60,1,,2020-04-01,,,,,,,,,,,
5006700,0172062,FUN P,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 6 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,2824.34,,"FON, ORL",0.00,,,0.00,,,2824.34,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5006698,0082625,SÁČEK 1D ESTEEM+ VÝPUSTNÝ KONVEXNÍ,"25 MM, BÉŽOVÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,2721.60,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,2721.60,,03.01.01.03,,,30,1,,2019-10-01,,,,,,,,,,,
5006697,0082626,SÁČEK 1D ESTEEM+ VÝPUSTNÝ KONVEXNÍ,"28 MM, BÉŽOVÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,2721.60,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,2721.60,,03.01.01.03,,,30,1,,2019-10-01,,,,,,,,,,,
5006696,0170816,SÁČEK 1D ESTEEM+ TVAROVATELNÝ VÝPUSTNÝ,"40-50 MM, BÉŽOVÝ, S OKÉNKEM, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1758.40,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1758.40,,03.01.01.02,,,60,1,,2020-04-01,,,,,,,,,,,
5006695,0082634,SÁČEK AT ESTEEM SYNERGY+ UZAVŘENÝ,"61 MM, BÉŽOVÝ, STANDARD, FILTR, 30 KS",P,03,30,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,2351.97,,"PED, GER, ONK, NEF, INT, CHI, URN, PRL, SDP, SLO",0.00,,,0.00,,,2351.97,,03.02.03.01,,,60,1,,2019-10-01,,,,,,,,,,,
5006693,0082653,SÁČEK 2D NATURA+ VÝPUSTNÝ,"45 MM, BÉŽOVÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,974.38,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,974.38,,03.03.02.01,,,60,1,,2026-01-01,,,,,,,,,,,
5006691,0082635,SÁČEK AT ESTEEM SYNERGY+ VÝPUSTNÝ,"35 MM, BÉŽOVÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1321.90,,"GER, PED, ONK, NEF, INT, PRL, CHI, URN, SDP, SLO",0.00,,,0.00,,,1321.90,,03.02.02.01,,,30,1,,2026-01-01,,,,,,,,,,,
5006690,0093513,AIRFIT P30I,"VELIKOST: S, M, L, W, SW",P,10,1,ks,ks,B33,AU,ResMed CZ s.r.o.,2746.24,,"ANS, NEU, INT, KAR, ORL, PNE, PSY",0.00,,,0.00,,,3427.25,,10.04.04.07,,90.00,2,12,,2019-10-01,,,,,,,R,,,,
5006689,0093970,PÁS BŘIŠNÍ PAN 3.07,"ELASTICKÝ, VÝŠKA PÁSU 28 CM NÍZKÝ, 32 CM VYSOKÝ",P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,389.76,,"PED, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,607.09,,04.02.06.01,,,1,12,,2026-02-01,,,,,,,,,,,
5006688,0171279,SÁČEK 2D NATURA+ VÝPUSTNÝ,"57 MM, PRŮHLEDNÝ, STANDARD, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,974.38,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,974.38,,03.03.02.01,,,60,1,,2026-01-01,,,,,,,,,,,
5007342,0172368,MOTION SA 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.39,,"FON, ORL",0.00,,,0.00,,,6817.39,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007341,0140754,"ORTÉZA ZÁPĚSTÍ A PALCE RUKY, KRÁTKÁ PAN 5.11","VOLÁRNÍ A PALCOVÁ DLAHA, SNADNÁ APLIKACE, PRAVÁ A LEVÁ",P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,340.48,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,435.05,,04.03.02.01,,,1,12,,2026-02-01,,,,,,,,,,,
5007340,0172368,MOTION SA 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.39,,"FON, ORL",0.00,,,0.00,,,6817.39,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007339,0172370,MOTION P 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.39,,"FON, ORL",0.00,,,0.00,,,6817.39,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007338,0171957,SLUCHADLO ZVUKOVODOVÉ DIGITÁLNÍ AUDIFON SINO ITE V60,"ZTRÁTY DO 105 DB, 9 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,5746.07,,"FON, ORL",0.00,,,0.00,,,5746.07,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007337,0172370,MOTION P 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.39,,"FON, ORL",0.00,,,0.00,,,6817.39,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007336,0172372,MOTION SP 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ SILNÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.38,,"FON, ORL",0.00,,,0.00,,,6817.38,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007335,0172372,MOTION SP 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ SILNÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.38,,"FON, ORL",0.00,,,0.00,,,6817.38,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007334,0171956,SLUCHADLO ZVUKOVODOVÉ DIGITÁLNÍ AUDIFON SINO ITE V50,"ZTRÁTY DO 90 DB, 9 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,5746.07,,"FON, ORL",0.00,,,0.00,,,5746.07,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007333,0140753,ORTÉZA ZÁPĚSTÍ FIXAČNÍ S OPOROU POD PRSTY PAN 5.10,"ROZŠÍŘENÁ VOLÁRNÍ DLAHA POD PRSTY, DORZÁLNÍ DLAHA, PRAVÁ A LEVÁ",P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,340.48,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,668.47,,04.03.02.01,,,1,12,,2026-02-01,,,,,,,,,,,
5007332,0172365,MOTION S 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8765.20,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007331,0172365,MOTION S 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8765.20,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007329,0172365,MOTION S 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,8765.20,,FON,0.00,,,0.00,,,8765.20,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007328,0171955,SLUCHADLO KANÁLOVÉ DIGITÁLNÍ AUDIFON SINO CIC,"ZTRÁTY DO 90 DB, 9 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,5746.07,,"FON, ORL",0.00,,,0.00,,,5746.07,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007327,0172365,MOTION S 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,8765.20,,FON,0.00,,,0.00,,,8765.20,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
