ObdobÌ;Typ hl·öenÌ;ATC7;KÛd S⁄KL;N·zev p¯Ìpravku;DoplnÏk n·zvu;Drûitel registraËnÌho rozhodnutÌ;ZemÏ;Typ pohybu;PoËet balenÌ;PoËet definovan˝ch dennÌch d·vek/balenÌ;Zp˘sob v˝deje;Hrazeno
2020.05;Distributor;A11DB;13816;MILGAMMA N;40MG/90MG/0,25MG CPS MOL 50;WGP;D;D;23420;;F;Ne
2020.05;Distributor;A11GA01;243462;ACIDUM ASCORBICUM BBP;100MG/ML INJ SOL 5X5ML;BBP;CZ;D;19008;12,5;R;Ne
2020.05;Distributor;A11GA01;67459;ADDITIVA VITAMIN C BLUTORANGE;1000MG TBL EFF 20;DBG;D;D;48536;100;F;Ne
2020.05;Distributor;A11GA01;67461;ADDITIVA VITAMIN C ZITRONE;1000MG TBL EFF 20;DBS;D;D;35868;100;F;Ne
2020.05;Distributor;A11GA01;229130;CELASKON;100MG TBL NOB 40;SFK;CZ;D;20558;20;F;Ne
2020.05;Distributor;A11GA01;207967;CELASKON;250MG TBL NOB 100;SFK;CZ;D;11919;37,5;F;Ne
2020.05;Distributor;A11GA01;230052;CELASKON »ERVEN› POMERAN»;500MG TBL EFF 20;SFK;CZ;D;13337;50;F;Ne
2020.05;Distributor;A11GA01;230053;CELASKON »ERVEN› POMERAN»;500MG TBL EFF 30(3X10);SFK;CZ;D;22498;75;F;Ne
2020.05;Distributor;A11GA01;247144;CELASKON POMERAN»;100MG TBL NOB 30;SFK;CZ;D;26615;15;F;Ne
2020.05;Distributor;A11JC;17036;REVALID;CPS DUR 270;EWJ;SK;D;42;;F;Ne
2020.05;OOV;A12AA04;17994;CALCII CARBONICI 0,5 TBL. MEDICAMENTA;0,5G TBL NOB 100;GMP;CZ;D;11782;16,6667;F;Ne
2020.05;OOV;A12AA04;89775;CALCII CARBONICI 0,5 TBL. MEDICAMENTA;0,5G TBL NOB 50;GMP;CZ;D;7885;8,3333;F;Ne
2020.05;Distributor;A12AA04;137119;CALCIUM PHARMAVIT;500MG TBL EFF 20;WAV;CZ;D;6027;8,3333;F;Ne
2020.05;Distributor;A12AA07;409;CALCIUM CHLORATUM BIOTIKA;INJ SOL 5X10ML;BBP;CZ;D;4320;12,6582;R;Ano
2020.05;Distributor;A12AX;47515;CALCICHEW D3;500MG/200IU TBL MND 60;TAK;A;D;6040;30;F;Ne
2020.05;Distributor;A12AX;189098;CALCICHEW D3 LEMON;1000MG/800IU TBL MND 60;TAK;N;D;20960;60;R;Ano
2020.05;Distributor;A12AX;189079;CALCICHEW D3 LEMON;500MG/400IU TBL MND 60;TAK;N;D;40600;30;R;Ano
2020.05;Distributor;A12AX;231744;CALCIUM/VITAMIN D3 MEDA;500MG/800IU TBL MND 30;MYL;IRL;D;21909;30;R;Ano
2020.05;Distributor;A12AX;198059;CALCIUM/VITAMIN D3 SANDOZ;1000MG/880IU TBL MND 90(3X30);SAN;CZ;D;13881;90;R;Ano
2020.05;Distributor;A12BA01;17189;KALIUM CHLORATUM BIOMEDICA;500MG TBL ENT 100;BCS;CZ;D;31171;16,6666;R;Ano
2020.05;Distributor;A12BA01;200935;KALNORMIN;1G TBL PRO 30;PVP;CZ;D;98002;10;R;Ano
2020.05;Distributor;A12CB;172754;ZINKOROT;25MG TBL NOB 50;WGP;D;D;11090;;F;Ne
2020.05;Distributor;A12CC;96635;MAGNE B6;470MG/5MG TBL OBD 50;SFK;CZ;D;23598;;F;Ne
2020.05;Distributor;A12CC02;237330;MAGNESIUM SULFURICUM BBP;200MG/ML INJ SOL 5X10ML;BBP;CZ;D;2160;10;R;Ano
2020.05;Distributor;A12CC06;186334;MAGNESIUM LACTATE BIOMEDICA;500MG TBL NOB 100;BCS;CZ;D;2080;;F;Ne
2020.05;Distributor;A12CC06;171577;MAGNESIUM LACTATE BIOMEDICA;500MG TBL NOB 50;BCS;CZ;D;204;;F;Ne
2020.05;Distributor;A12CC09;32889;MAGNEROT;500MG TBL NOB 100 I;WGP;D;D;700;;R;Ano
2020.05;Distributor;A12CC09;209947;MAGNEROT;500MG TBL NOB 20 II;WGP;D;D;570;;F;Ne
2020.05;Distributor;A12CC09;32888;MAGNEROT;500MG TBL NOB 50 I;WGP;D;D;290;;R;Ano
2020.05;Distributor;A12CC30;137120;MAGNESIUM 250 MG PHARMAVIT;250MG TBL EFF 20;WAV;CZ;D;2400;;F;Ne
2020.05;Distributor;A12CX;14713;OSTEOGENON;830MG TBL FLM 40;PFB;F;D;1100;;R;Ano
2020.05;Distributor;A16AB03;27287;REPLAGAL;1MG/ML INF CNC SOL 1X3,5ML;SHY;S;D;400;3,5;R;Ano
2020.05;Distributor;A16AB04;25483;FABRAZYME;35MG INF PLV CSL 1;GZF;NL;D;137;7;R;Ano
2020.05;Distributor;A16AB05;26354;ALDURAZYME;100U/ML INF CNC SOL 1X5ML;GZF;NL;D;540;0,5;R;Ano
2020.05;Distributor;A16AB07;26096;MYOZYME;50MG INF PLV CSL 1;GZF;NL;D;888;0,5;R;Ano
2020.05;Distributor;A16AB08;26069;NAGLAZYME;1MG/ML INF CNC SOL 1X5ML;BMI;IRL;D;126;;R;Ne
2020.05;Distributor;A16AB09;27982;ELAPRASE;2MG/ML INF CNC SOL 1X3ML;SHY;S;D;80;;R;Ano
2020.05;Distributor;A16AB10;167785;VPRIV;400U INF PLV SOL 1;SJD;IRL;D;160;1,3333;R;Ano
2020.05;Distributor;A16AB12;194987;VIMIZIM;1MG/ML INF CNC SOL 1X5ML;BMI;IRL;D;100;0,25;R;Ne
2020.05;OOV;A16AB14;210976;KANUMA;2MG/ML INF CNC SOL 1X10ML;ALE;F;D;50;4;R;Ne
2020.05;Distributor;A16AB17;222210;BRINEURA;150MG INF SOL 2X5ML+1X5ML;BMI;IRL;D;9;14,2857;R;Ne
2020.05;Distributor;A16AX01;84367;THIOGAMMA ORAL;600MG TBL FLM 60;WGP;D;D;20;60;R;Ne
2020.05;Distributor;A16AX01;214745;THIOGAMMA TURBO SET;600MG INF SOL 10X50ML;WGP;D;D;132;10;R;Ano
2020.05;Distributor;A16AX04;210410;ORFADIN;20MG CPS DUR 60;SUS;S;D;10;60;R;Ano
2020.05;Distributor;A16AX04;28408;ORFADIN;5MG CPS DUR 60;SUS;S;D;10;15;R;Ano
2020.05;Distributor;A16AX06;27034;ZAVESCA;100MG CPS DUR 84;JAI;B;D;59;28;R;Ano
2020.05;Distributor;A16AX07;500870;KUVAN;100MG TBL SOL 120;BMI;IRL;D;20;;R;Ano
2020.05;Distributor;A16AX08;222233;REVESTIVE;1,25MG INJ PSO LQF 28+28X0,5ML ISP;SPI;IRL;D;13;7;R;Ne
2020.05;Distributor;A16AX08;193528;REVESTIVE;5MG INJ PSO LQF 28+28X0,5ML ISP;SPI;IRL;D;20;28;R;Ne
2020.05;Distributor;B01AA03;94113;WARFARIN ORION;3MG TBL NOB 100;ORN;SF;D;7680;40;R;Ano
2020.05;Distributor;B01AA03;94114;WARFARIN ORION;5MG TBL NOB 100;ORN;SF;D;18720;66,6666;R;Ano
2020.05;OOV;B01AB02;137484;ANBINEX;50IU/ML INJ PSO LQF 1+1X10ML;GFO;E;D;34;0,238;R;Ano
2020.05;OOV;B01AB02;137483;ANBINEX;50IU/ML INJ PSO LQF 1+1X20ML;GFO;E;D;41;0,476;R;Ano
2020.05;Distributor;B01AB02;173172;ANTITHROMBIN III BAXALTA;50IU/ML INF PSO LQF 1+1X10ML;BXK;A;D;178;0,238;R;Ano
2020.05;Distributor;B01AB05;115400;CLEXANE;2000IU(20MG)/0,2ML INJ SOL ISP 10X0,2ML I;SFK;CZ;D;2905;10;R;Ano
2020.05;Distributor;B01AB05;115401;CLEXANE;4000IU(40MG)/0,4ML INJ SOL ISP 10X0,4ML I;SFK;CZ;D;26126;20;R;Ano
2020.05;Distributor;B01AB05;125287;CLEXANE;4000IU(40MG)/0,4ML INJ SOL ISP 50X0,4ML I;SFK;CZ;D;3690;100;R;Ano
2020.05;Distributor;B01AB05;115402;CLEXANE;6000IU(60MG)/0,6ML INJ SOL ISP 10X0,6ML I;SFK;CZ;D;8591;30;R;Ano
2020.05;Distributor;B01AB05;125288;CLEXANE;6000IU(60MG)/0,6ML INJ SOL ISP 50X0,6ML I;SFK;CZ;D;480;150;R;Ano
2020.05;Distributor;B01AB05;115403;CLEXANE;8000IU(80MG)/0,8ML INJ SOL ISP 10X0,8ML I;SFK;CZ;D;3951;40;R;Ano
2020.05;Distributor;B01AB05;125289;CLEXANE;8000IU(80MG)/0,8ML INJ SOL ISP 50X0,8ML I;SFK;CZ;D;660;200;R;Ano
2020.05;Distributor;B01AB06;213489;FRAXIPARINE;9500IU/ML INJ SOL ISP 10X0,6ML;ASP;IRL;D;48889;20;R;Ano
2020.05;Distributor;B01AB06;213480;FRAXIPARINE FORTE;19000IU/ML INJ SOL ISP 10X0,6ML;ASP;IRL;D;16521;40;R;Ano
2020.05;Distributor;B01AB06;213482;FRAXIPARINE FORTE;19000IU/ML INJ SOL ISP 10X0,8ML;ASP;IRL;D;6716;53,3333;R;Ano
2020.05;Distributor;B01AB06;213484;FRAXIPARINE FORTE;19000IU/ML INJ SOL ISP 10X1ML;ASP;IRL;D;3098;66,6666;R;Ano
2020.05;Distributor;B01AB12;30521;ZIBOR;2500IU INJ SOL ISP 10X0,2ML;MNI;L;D;8820;10;R;Ano
2020.05;Distributor;B01AB12;30526;ZIBOR;3500IU INJ SOL ISP 10X0,2ML;MNI;L;D;13860;14;R;Ano
2020.05;Distributor;B01AC09;239577;VELETRI;0,5MG INF PLV SOL 1;JAI;B;D;1336;;R;Ano
2020.05;Distributor;B01AC09;239576;VELETRI;1,5MG INF PLV SOL 1;JAI;B;D;6083;;R;Ano
2020.05;Distributor;B01AC23;185513;NOCLAUD;100MG TBL NOB 98(7X14);EGB;H;D;9600;49;R;Ano
2020.05;Distributor;B01AC24;209156;BRILIQUE;60MG TBL FLM 56 KAL I;AZC;S;D;180;18,6667;R;Ano
2020.05;Distributor;B01AC24;222184;BRILIQUE;90MG POR TBL DIS 56X1 II;AZC;S;D;390;28;R;Ano
2020.05;Distributor;B01AC24;167939;BRILIQUE;90MG TBL FLM 56 KAL I;AZC;S;D;4920;28;R;Ano
2020.05;Distributor;B01AC27;209342;UPTRAVI;200MCG TBL FLM 140 TITRA»NÕ BAL;JAI;B;D;34;15,5555;R;Ano
2020.05;Distributor;B01AC27;209343;UPTRAVI;400MCG TBL FLM 60;JAI;B;D;49;13,3333;R;Ano
2020.05;Distributor;B01AC27;209345;UPTRAVI;800MCG TBL FLM 60;JAI;B;D;9;26,6667;R;Ano
2020.05;Distributor;B01AE07;29327;PRADAXA;110MG CPS DUR 30X1 I;BOE;D;D;5760;11;R;Ano
2020.05;Distributor;B01AE07;29328;PRADAXA;110MG CPS DUR 60X1 I;BOE;D;D;11000;22;R;Ano
2020.05;Distributor;B01AE07;168373;PRADAXA;150MG CPS DUR 60X1 I;BOE;D;D;16730;30;R;Ano
2020.05;Distributor;B01AE07;29323;PRADAXA;75MG CPS DUR 30X1 I;BOE;D;D;10240;7,5;R;Ano
2020.05;Distributor;B01AF01;194233;XARELTO;2,5MG TBL FLM 196 II;BAY;D;D;5724;24,5;R;Ano
2020.05;Distributor;B01AF02;168328;ELIQUIS;2,5MG TBL FLM 60X1;BSP;IRL;D;8712;15;R;Ano
2020.05;Distributor;B01AF02;210108;ELIQUIS;5MG TBL FLM 28;BSP;IRL;D;4450;14;R;Ano
2020.05;Distributor;B01AF03;210607;LIXIANA;15MG TBL FLM 10;SKO;D;D;10;2,5;R;Ano
2020.05;Distributor;B01AF03;210612;LIXIANA;30MG TBL FLM 30;SKO;D;D;1280;15;R;Ano
2020.05;Distributor;B01AF03;210631;LIXIANA;60MG TBL FLM 100;SKO;D;D;540;100;R;Ano
2020.05;Distributor;B01AF03;210625;LIXIANA;60MG TBL FLM 30;SKO;D;D;80;30;R;Ano
2020.05;Distributor;B01AX05;26409;ARIXTRA;2,5MG/0,5ML INJ SOL 10X0,5ML I;ASP;IRL;D;900;10;R;Ano
2020.05;Distributor;B02AA02;49990;EXACYL;0,5G/5ML INJ SOL 5X5ML;SFK;CZ;D;10581;1,25;R;Ano
2020.05;Distributor;B02AA02;242203;TRANEXAMIC ACID ACCORD;100MG/ML INJ SOL 5X5ML I;AHP;PL;D;1000;1,25;R;Ano
2020.05;Distributor;B02AB02;210988;RESPREEZA;1000MG INF PSO LQF 1+1X20ML+AD+FILTR;CGM;D;D;3310;1,6667;R;Ano
2020.05;Distributor;B02BB01;62465;HAEMOCOMPLETTAN P;20MG/ML INJ/INF PLV SOL 1X2000MG;CGM;D;D;2622;0,4;R;Ano
2020.05;Distributor;B02BC30;28178;TACHOSIL;MTX GKU 1X(3CMX2,5CM) I;TAK;A;D;897;;R;Ne
2020.05;Distributor;B02BC30;153346;TISSEEL;SOL GKU 1X2ML(1ML+1ML) PRIMA;BXT;CZ;D;294;;R;Ne
2020.05;Distributor;B02BC30;153347;TISSEEL;SOL GKU 1X4ML(2ML+2ML) PRIMA;BXT;CZ;D;273;;R;Ne
2020.05;Distributor;B02BD01;129692;BERIPLEX;1000IU INJ PSO LQF 1+1X40ML;CGM;D;D;396;;R;Ano
2020.05;Distributor;B02BD01;211981;PROTHROMPLEX TOTAL NF;INJ PSO LQF 1+1X20ML;BXK;A;D;720;;R;Ano
2020.05;Distributor;B02BD02;168928;ADVATE;1000IU INJ PSO LQF 1+1X2ML I;TAG;A;D;1000;;R;Ano
2020.05;Distributor;B02BD02;168929;ADVATE;1500IU INJ PSO LQF 1+1X2ML I;TAG;A;D;540;;R;Ano
2020.05;Distributor;B02BD02;222776;ADYNOVI;1000IU INJ PSO LQF 1+1X2ML II;BXK;A;D;219;;R;Ano
2020.05;Distributor;B02BD02;186995;ELOCTA;1000IU INJ PSO LQF 1+1X3ML ISP;SXS;S;D;30;;R;Ano
2020.05;Distributor;B02BD02;186996;ELOCTA;1500IU INJ PSO LQF 1+1X3ML ISP;SXS;S;D;90;;R;Ano
2020.05;Distributor;B02BD02;186997;ELOCTA;2000IU INJ PSO LQF 1+1X3ML ISP;SXS;S;D;80;;R;Ano
2020.05;Distributor;B02BD02;186992;ELOCTA;250IU INJ PSO LQF 1+1X3ML ISP;SXS;S;D;50;;R;Ano
2020.05;Distributor;B02BD02;186998;ELOCTA;3000IU INJ PSO LQF 1+1X3ML ISP;SXS;S;D;120;;R;Ano
2020.05;Distributor;B02BD02;186994;ELOCTA;750IU INJ PSO LQF 1+1X3ML ISP;SXS;S;D;150;;R;Ano
2020.05;Distributor;B02BD02;238536;ESPEROCT;3000IU INJ PSO LQF 1+1X4ML ISP+NAST+ADAPT;NOO;DK;D;20;;R;Ano
2020.05;Distributor;B02BD02;238279;JIVI;2000IU INJ PSO LQF 1+1X2,5ML ISP+AD;BAY;D;D;186;;R;Ano
2020.05;Distributor;B02BD02;209206;KOVALTRY;2000IU INJ PSO LQF 1+1X5ML ISP II;BAY;D;D;378;;R;Ano
2020.05;Distributor;B02BD02;194616;NOVOEIGHT;1000IU INJ PSO LQF 1+1X4ML ISP+AD;NOO;DK;D;25;;R;Ano
2020.05;Distributor;B02BD02;194617;NOVOEIGHT;1500IU INJ PSO LQF 1+1X4ML ISP+AD;NOO;DK;D;50;;R;Ano
2020.05;Distributor;B02BD02;194618;NOVOEIGHT;2000IU INJ PSO LQF 1+1X4ML ISP+AD;NOO;DK;D;88;;R;Ano
2020.05;Distributor;B02BD02;194619;NOVOEIGHT;3000IU INJ PSO LQF 1+1X4ML ISP+AD;NOO;DK;D;70;;R;Ano
2020.05;Distributor;B02BD02;194615;NOVOEIGHT;500IU INJ PSO LQF 1+1X4ML ISP+AD;NOO;DK;D;37;;R;Ano
2020.05;Distributor;B02BD03;209908;FEIBA NF;50U/ML INJ PSO LQF 1X1000U+20ML+BAXJECT;BXK;A;D;216;;R;Ano
2020.05;Distributor;B02BD03;230571;FEIBA NF;50U/ML INJ PSO LQF 1X500U+10ML+BAXJECT;BXK;A;D;72;;R;Ano
2020.05;Distributor;B02BD04;209337;ALPROLIX;1000IU INJ PSO LQF 1+1X5ML ISP;SXS;S;D;20;;R;Ano
2020.05;Distributor;B02BD04;209338;ALPROLIX;2000IU INJ PSO LQF 1+1X5ML ISP;SXS;S;D;20;;R;Ano
2020.05;Distributor;B02BD04;209335;ALPROLIX;250IU INJ PSO LQF 1+1X5ML ISP;SXS;S;D;20;;R;Ano
2020.05;Distributor;B02BD04;209339;ALPROLIX;3000IU INJ PSO LQF 1+1X5ML ISP;SXS;S;D;75;;R;Ano
2020.05;Distributor;B02BD04;210266;RIXUBIS;500IU INJ PSO LQF 1+1X5ML;BXK;A;D;96;;R;Ano
2020.05;OOV;B02BD06;87240;FANHDI;100IU/ML INJ PSO LQF 1+1X10ML;GFO;E;D;190;;R;Ano
2020.05;OOV;B02BD06;49128;FANHDI;100IU/ML INJ PSO LQF 1+1X15ML;GFO;E;D;60;;R;Ano
2020.05;Distributor;B02BD08;194240;NOVOSEVEN;1MG(50KIU) INJ PSO LQF 1+1X1ML III;NOO;DK;D;35;;R;Ano
2020.05;Distributor;B02BD08;194241;NOVOSEVEN;2MG(100KIU) INJ PSO LQF 1+1X2ML III;NOO;DK;D;52;;R;Ano
2020.05;Distributor;B02BD08;194242;NOVOSEVEN;5MG(250KIU) INJ PSO LQF 1+1X5ML III;NOO;DK;D;24;;R;Ano
2020.05;Distributor;B02BX04;167449;NPLATE;250MCG INJ PSO LQF 1+1X0,72ML ISP;AEB;NL;D;532;8,3333;R;Ano
2020.05;Distributor;B03AA07;14712;TARDYFERON;80MG TBL RET 100 I;PFB;F;D;2500;40;R;Ano
2020.05;Distributor;B03AA07;14711;TARDYFERON;80MG TBL RET 30 I;PFB;F;D;12000;12;R;Ano
2020.05;Distributor;B03AD03;92195;TARDYFERON-FOL;247,25MG/0,35MG TBL RET 100;PFB;F;D;2500;;R;Ano
2020.05;Distributor;B03AD03;92160;TARDYFERON-FOL;247,25MG/0,35MG TBL RET 30;PFB;F;D;10027;;R;Ano
2020.05;Distributor;B03AE10;119653;SORBIFER DURULES;320MG/60MG TBL RET 60;EGB;H;D;600;;R;Ano
2020.05;Distributor;B03XA01;168010;BINOCRIT;40000IU/1ML INJ SOL ISP 1X1ML II;SZK;A;D;1875;40;R;Ano
2020.05;Distributor;B03XA01;26717;NEORECORMON;6000IU INJ SOL 6X0,3ML;RRH;D;D;190;36;R;Ano
2020.05;Distributor;B03XA02;149579;ARANESP;20MCG INJ SOL ISP 1X0,5ML II;AEB;NL;D;2484;4,4444;R;Ano
2020.05;Distributor;B03XA02;149581;ARANESP;30MCG INJ SOL ISP 1X0,3ML II;AEB;NL;D;216;6,6667;R;Ano
2020.05;Distributor;B03XA03;29018;MIRCERA;150MCG/0,3ML INJ SOL ISP 1X0,3ML;RRH;D;D;2112;37,5;R;Ano
2020.05;Distributor;B03XA03;29019;MIRCERA;200MCG/0,3ML INJ SOL ISP 1X0,3ML;RRH;D;D;1310;50;R;Ano
2020.05;Distributor;B03XA03;29020;MIRCERA;250MCG/0,3ML INJ SOL ISP 1X0,3ML;RRH;D;D;840;62,5;R;Ano
2020.05;Distributor;B03XA03;29016;MIRCERA;75MCG/0,3ML INJ SOL ISP 1X0,3ML;RRH;D;D;2509;18,75;R;Ano
2020.05;Distributor;B05AA01;158152;ALBUREX;200G/L INF SOL 1X100ML;CGM;D;D;1848;;R;Ano
2020.05;Distributor;B05AA01;223514;ALBUTEIN;200G/L INF SOL 1X10ML;GFO;E;D;90;;R;Ano
2020.05;OOV;B05AA01;223514;ALBUTEIN;200G/L INF SOL 1X10ML;GFO;E;D;40;;R;Ano
2020.05;OOV;B05AA01;223516;ALBUTEIN;200G/L INF SOL 1X100ML;GFO;E;D;280;;R;Ano
2020.05;Distributor;B05AA01;223515;ALBUTEIN;200G/L INF SOL 1X50ML;GFO;E;D;420;;R;Ano
2020.05;OOV;B05AA01;223512;ALBUTEIN;50G/L INF SOL 1X250ML;GFO;E;D;40;;R;Ano
2020.05;OOV;B05AA01;223513;ALBUTEIN;50G/L INF SOL 1X500ML;GFO;E;D;166;;R;Ano
2020.05;Distributor;B05AA01;205966;HUMAN ALBUMIN CSL BEHRING;200G/L INF SOL 1X100ML;CGM;D;D;3807;;R;Ano
2020.05;Distributor;B05AA06;165751;GELASPAN 4%;INF SOL 20X500ML;BMM;D;D;74;;R;Ano
2020.05;Distributor;B05AA06;83276;GELOFUSINE;40MG/ML+7,02MG/ML INF SOL 10X500ML;BMM;D;D;63;;R;Ano
2020.05;Distributor;B05BA01;49415;AMINOPLASMAL B.BRAUN 10%;INF SOL 10X500ML;BMM;D;D;43;;R;Ne
2020.05;Distributor;B05BA01;100152;AMINOPLASMAL-15%;INF SOL 10X500ML;BMM;D;D;20;;R;Ne
2020.05;Distributor;B05BA01;3925;AMINOVEN 5%;INF SOL 10X500ML;FKA;S;D;154;;R;Ne
2020.05;Distributor;B05BA01;183513;AMIPED;INF SOL 12X100ML;BMM;D;D;18;;R;Ne
2020.05;Distributor;B05BA01;183514;AMIPED;INF SOL 12X250ML;BMM;D;D;38;;R;Ne
2020.05;Distributor;B05BA01;142003;NEPHROTECT;INF SOL 10X500ML;FRE;D;D;615;;R;Ne
2020.05;Distributor;B05BA01;107472;PRIMENE 10%;INF SOL 20X100ML;BXT;CZ;D;255;;R;Ne
2020.05;Distributor;B05BA02;16336;LIPOPLUS 20%;INF EML 10X100ML;BMM;D;D;38;;R;Ne
2020.05;Distributor;B05BA02;16337;LIPOPLUS 20%;INF EML 10X250ML;BMM;D;D;36;;R;Ne
2020.05;Distributor;B05BA02;18735;SMOFLIPID;INF EML 10X500ML;FKA;S;D;462;;R;Ne
2020.05;Distributor;B05BA03;234096;GLUCOSE FRESENIUS KABI 10%;100MG/ML INF SOL 10X500ML II;FRN;CZ;D;2160;;R;Ano
2020.05;Distributor;B05BA03;234160;GLUCOSE FRESENIUS KABI 5%;50MG/ML INF SOL 20X500ML I;FRN;CZ;D;96;;R;Ne
2020.05;Distributor;B05BA03;31916;GLUK”ZA 10 BRAUN;100MG/ML INF SOL 10X1000ML;BMM;D;D;87;;R;Ne
2020.05;Distributor;B05BA03;31915;GLUK”ZA 10 BRAUN;100MG/ML INF SOL 10X500ML;BMM;D;D;1032;;R;Ne
2020.05;Distributor;B05BA03;158805;GLUK”ZA 10% VIAFLO;100MG/ML INF SOL 20X500ML;BXT;CZ;D;969;;R;Ne
2020.05;Distributor;B05BA03;47706;GLUK”ZA 20 BRAUN;200MG/ML INF SOL 10X500ML;BMM;D;D;208;;R;Ne
2020.05;Distributor;B05BA03;207769;GLUK”ZA 40 BRAUN;400MG/ML INF CNC SOL 20X10ML;BMM;D;D;841;;R;Ano
2020.05;Distributor;B05BA03;207771;GLUK”ZA 40 BRAUN;400MG/ML INF SOL 10X500ML;BMM;D;D;413;;R;Ne
2020.05;Distributor;B05BA03;47247;GLUK”ZA 5 BRAUN;50MG/ML INF SOL 10X1000ML;BMM;D;D;146;;R;Ne
2020.05;Distributor;B05BA03;47249;GLUK”ZA 5 BRAUN;50MG/ML INF SOL 10X250ML;BMM;D;D;701;;R;Ne
2020.05;Distributor;B05BA03;47244;GLUK”ZA 5 BRAUN;50MG/ML INF SOL 10X500ML;BMM;D;D;1238;;R;Ne
2020.05;Distributor;B05BA03;47241;GLUK”ZA 5 BRAUN;50MG/ML INF SOL 20X10ML;BMM;D;D;12;;R;Ne
2020.05;Distributor;B05BA03;47256;GLUK”ZA 5 BRAUN;50MG/ML INF SOL 20X100ML;BMM;D;D;401;;R;Ano
2020.05;Distributor;B05BA03;98901;GLUK”ZA 5% VIAFLO;50MG/ML INF SOL 20X500ML;BXT;CZ;D;838;;R;Ano
2020.05;Distributor;B05BA03;98894;GLUK”ZA 5% VIAFLO;50MG/ML INF SOL 30X250ML;BXT;CZ;D;24;;R;Ano
2020.05;Distributor;B05BA10;95940;AMINOMIX 1 NOVUM;INF SOL 4X2000ML;FRE;D;D;84;;R;Ne
2020.05;Distributor;B05BA10;95938;AMINOMIX 1 NOVUM;INF SOL 6X1000ML;FRE;D;D;112;;R;Ne
2020.05;Distributor;B05BA10;95946;AMINOMIX 2 NOVUM;INF SOL 4X1500ML;FRE;D;D;37;;R;Ne
2020.05;Distributor;B05BA10;49409;AMINOPLASMAL B.BRAUN 5% E;INF SOL 10X500ML;BMM;D;D;47;;R;Ne
2020.05;Distributor;B05BA10;230586;CLINIMIX N14G30E;INF SOL 4X2000ML;BXT;CZ;D;50;;R;Ne
2020.05;Distributor;B05BA10;3513;NUTRIFLEX BASAL;INF SOL 5X2000ML;BMM;D;D;38;;R;Ne
2020.05;Distributor;B05BA10;206878;NUTRIFLEX LIPID PERI 32/64;INF EML 5X1250ML;BMM;D;D;18;;R;Ne
2020.05;Distributor;B05BA10;206879;NUTRIFLEX LIPID PERI 32/64;INF EML 5X1875ML;BMM;D;D;112;;R;Ne
2020.05;Distributor;B05BA10;206871;NUTRIFLEX LIPID PLUS 38/120;INF EML 5X1875ML;BMM;D;D;26;;R;Ne
2020.05;Distributor;B05BA10;211912;NUTRIFLEX OMEGA PERI;INF EML 5X1250ML;BMM;D;D;7;;R;Ne
2020.05;Distributor;B05BA10;211913;NUTRIFLEX OMEGA PERI;INF EML 5X1875ML;BMM;D;D;4;;R;Ne
2020.05;Distributor;B05BA10;213094;NUTRIFLEX OMEGA PLUS 38/120;INF EML 5X1250ML;BMM;D;D;42;;R;Ne
2020.05;Distributor;B05BA10;213095;NUTRIFLEX OMEGA PLUS 38/120;INF EML 5X1875ML;BMM;D;D;61;;R;Ne
2020.05;Distributor;B05BA10;213096;NUTRIFLEX OMEGA PLUS 38/120;INF EML 5X2500ML;BMM;D;D;45;;R;Ne
2020.05;Distributor;B05BA10;211911;NUTRIFLEX OMEGA SPECIAL BEZ ELEKTROLYTŸ;INF EML 5X1875ML;BMM;D;D;11;;R;Ne
2020.05;Distributor;B05BA10;213103;NUTRIFLEX OMEGA SPECIAL 56/144;INF EML 5X1250ML;BMM;D;D;153;;R;Ne
2020.05;Distributor;B05BA10;213104;NUTRIFLEX OMEGA SPECIAL 56/144;INF EML 5X1875ML;BMM;D;D;160;;R;Ne
2020.05;Distributor;B05BA10;213102;NUTRIFLEX OMEGA SPECIAL 56/144;INF EML 5X625ML;BMM;D;D;45;;R;Ne
2020.05;Distributor;B05BA10;3290;NUTRIFLEX PERI;INF SOL 5X1000ML;BMM;D;D;58;;R;Ne
2020.05;Distributor;B05BA10;3414;NUTRIFLEX PERI;INF SOL 5X2000ML;BMM;D;D;391;;R;Ne
2020.05;Distributor;B05BA10;10996;NUTRIFLEX PLUS;INF SOL 5X2000ML;BMM;D;D;111;;R;Ne
2020.05;Distributor;B05BA10;11073;NUTRIFLEX SPECIAL;INF SOL 5X1500ML;BMM;D;D;14;;R;Ne
2020.05;Distributor;B05BA10;32599;OLICLINOMEL N4-550E;INF EML 4X2000ML;BXT;CZ;D;232;;R;Ne
2020.05;Distributor;B05BA10;42603;OLICLINOMEL N6-900E;INF EML 4X2000ML;BXT;CZ;D;112;;R;Ne
2020.05;Distributor;B05BA10;42607;OLICLINOMEL N7-1000E;INF EML 4X2000ML;BXT;CZ;D;231;;R;Ne
2020.05;Distributor;B05BA10;227400;OLIMEL N12;INF EML 4X2000ML;BXT;CZ;D;56;;R;Ne
2020.05;Distributor;B05BA10;227392;OLIMEL N12E;INF EML 4X2000ML;BXT;CZ;D;66;;R;Ne
2020.05;Distributor;B05BA10;157108;OLIMEL N7E;INF EML 4X1500ML;BXT;CZ;D;126;;R;Ne
