ObdobÌ;Typ hl·öenÌ;ATC7;KÛd S⁄KL;N·zev p¯Ìpravku;DoplnÏk n·zvu;Drûitel registraËnÌho rozhodnutÌ;ZemÏ;Typ pohybu;PoËet balenÌ;PoËet definovan˝ch dennÌch d·vek/balenÌ;Zp˘sob v˝deje;Hrazeno
2020.05;Distributor;N06AB06;221045;SERTRALINE ACCORD;50MG TBL FLM 28;AHP;PL;D;10;28;R;Ano
2020.05;Distributor;N06AB06;53950;ZOLOFT;50MG TBL FLM 28;PFX;CZ;D;54850;28;R;Ano
2020.05;Distributor;N06AB08;229897;FEVARIN;50MG TBL FLM 30;MYL;IRL;D;5000;15;R;Ano
2020.05;Distributor;N06AB10;176961;CIPRALEX;10MG TBL FLM 100 II;LUN;DK;D;7680;100;R;Ano
2020.05;Distributor;N06AB10;20132;CIPRALEX;10MG TBL FLM 28 I;LUN;DK;D;8278;28;R;Ano
2020.05;Distributor;N06AB10;125183;CIPRALEX;10MG TBL FLM 56 I;LUN;DK;D;7013;56;R;Ano
2020.05;Distributor;N06AB10;240856;CIPRALEX;20MG TBL FLM 100;LUN;DK;D;253;200;R;Ano
2020.05;Distributor;N06AB10;240842;CIPRALEX;20MG TBL FLM 28 I;LUN;DK;D;263;56;R;Ano
2020.05;Distributor;N06AB10;123264;CIPRALEX;20MG/ML POR GTT SOL 1X15ML;LUN;DK;D;5378;30;R;Ano
2020.05;Distributor;N06AB10;134502;ELICEA;10MG TBL FLM 28;KRK;SLO;D;40190;28;R;Ano
2020.05;Distributor;N06AB10;134505;ELICEA;10MG TBL FLM 56;KRK;SLO;D;3999;56;R;Ano
2020.05;Distributor;N06AB10;134508;ELICEA;10MG TBL FLM 98;KRK;SLO;D;12420;98;R;Ano
2020.05;Distributor;N06AB10;134513;ELICEA;20MG TBL FLM 28;KRK;SLO;D;3000;56;R;Ano
2020.05;Distributor;N06AB10;171638;ESCITALOPRAM ACCORD;10MG TBL FLM 98 I;AHP;PL;D;120;98;R;Ano
2020.05;Distributor;N06AB10;164001;ITAKEM;10MG TBL FLM 28;ACK;IS;D;15022;28;R;Ano
2020.05;Distributor;N06AB10;163985;ITAKEM;5MG TBL FLM 28;ACK;IS;D;4008;14;R;Ano
2020.05;Distributor;N06AB10;187350;MIRAKLIDE;10MG TBL FLM 56 I;VOW;PL;D;1440;56;R;Ano
2020.05;Distributor;N06AB10;187335;MIRAKLIDE;10MG TBL FLM 98 I;VOW;PL;D;1440;98;R;Ano
2020.05;Distributor;N06AX05;188157;TRITTICO PROLONG;150MG TBL PRO 14;ANG;CZ;D;10035;7;R;Ano
2020.05;Distributor;N06AX05;188165;TRITTICO PROLONG;300MG TBL PRO 30;ANG;CZ;D;10356;30;R;Ano
2020.05;Distributor;N06AX11;105844;MIRTAZAPIN ORION;15MG POR TBL DIS 30;ORN;SF;D;558;15;R;Ano
2020.05;Distributor;N06AX11;105846;MIRTAZAPIN ORION;30MG POR TBL DIS 30;ORN;SF;D;144;30;R;Ano
2020.05;Distributor;N06AX11;105848;MIRTAZAPIN ORION;45MG POR TBL DIS 30;ORN;SF;D;30;45;R;Ano
2020.05;Distributor;N06AX11;17685;MIRZATEN;30MG TBL FLM 30;KRK;SLO;D;5760;30;R;Ano
2020.05;Distributor;N06AX11;17691;MIRZATEN;30MG TBL FLM 90;KRK;SLO;D;120;90;R;Ano
2020.05;Distributor;N06AX11;16647;MIRZATEN;45MG TBL FLM 30;KRK;SLO;D;2040;45;R;Ano
2020.05;Distributor;N06AX11;127778;MIRZATEN ORO TAB;30MG POR TBL DIS 30;KRK;SLO;D;144;30;R;Ano
2020.05;Distributor;N06AX11;127796;MIRZATEN ORO TAB;45MG POR TBL DIS 30;KRK;SLO;D;192;45;R;Ano
2020.05;Distributor;N06AX16;169250;VELAXIN;150MG CPS PRO 56;EGB;H;D;7805;84;R;Ano
2020.05;Distributor;N06AX16;233698;VENLAFAXIN MYLAN;150MG CPS PRO 30;MII;IRL;D;11890;45;R;Ano
2020.05;Distributor;N06AX21;25431;CYMBALTA;30MG CPS ETD 7;LIY;NL;D;715;3,5;R;Ano
2020.05;Distributor;N06AX21;28389;CYMBALTA;60MG CPS ETD 28;LIY;NL;D;3465;28;R;Ano
2020.05;OOV;N06AX22;219364;AGOMELATINE GLENMARK;25MG TBL FLM 84;GMP;CZ;D;1090;84;R;Ano
2020.05;Distributor;N06AX22;228250;AGOMELATINE G.L.PHARMA;25MG TBL FLM 28;GCL;A;D;1980;28;R;Ano
2020.05;Distributor;N06AX22;228254;AGOMELATINE G.L.PHARMA;25MG TBL FLM 84;GCL;A;D;940;84;R;Ano
2020.05;Distributor;N06AX25;76592;TÿEZALKOV¡ NAç;SPC 50G;MGV;CZ;D;200;;F;Ne
2020.05;Distributor;N06AX25;76592;TÿEZALKOV¡ NAç;SPC 50G;MGV;CZ;V;-50;;F;Ne
2020.05;Distributor;N06AX25;115262;TÿEZALKOV› »AJ;SPC 20 I;MGV;CZ;D;670;;F;Ne
2020.05;Distributor;N06AX26;194726;BRINTELLIX;10MG TBL FLM 28;LUN;DK;D;16750;28;R;Ano
2020.05;Distributor;N06AX26;194718;BRINTELLIX;5MG TBL FLM 28;LUN;DK;D;2490;14;R;Ano
2020.05;Distributor;N06BA04;129489;CONCERTA;36MG TBL PRO 30;JNS;CZ;D;2016;36;R;Ano
2020.05;Distributor;N06BA04;129491;CONCERTA;54MG TBL PRO 30;JNS;CZ;D;1008;54;R;Ano
2020.05;Distributor;N06BA07;229227;VIGIL;100MG TBL NOB 30;TEV;NL;D;1500;10;R;Ano
2020.05;Distributor;N06BA09;228958;ATOMINEX;10MG CPS DUR 7;ZNP;CZ;D;896;0,875;R;Ano
2020.05;Distributor;N06BA09;231086;ATOMINEX;18MG CPS DUR 7;ZNP;CZ;D;574;1,575;R;Ano
2020.05;Distributor;N06BA09;231094;ATOMINEX;25MG CPS DUR 7;ZNP;CZ;D;999;2,1875;R;Ano
2020.05;OOV;N06BA09;223700;ATOMOXETIN GLENMARK;25MG CPS DUR 28 I;GMP;CZ;D;479;8,75;R;Ano
2020.05;Distributor;N06BA09;132129;BITINEX;10MG CPS DUR 28 I;EGB;H;D;800;3,5;R;Ano
2020.05;Distributor;N06BA09;132132;BITINEX;18MG CPS DUR 28 I;EGB;H;D;720;6,3;R;Ano
2020.05;Distributor;N06BA09;132144;BITINEX;80MG CPS DUR 28 I;EGB;H;D;282;28;R;Ano
2020.05;Distributor;N06BX03;52421;GERATAM;200MG/ML INJ SOL 4X15ML;UCB;B;D;5040;2;R;Ne
2020.05;Distributor;N06BX03;88156;NOOTROPIL;200MG/ML POR SOL 125ML;UCB;B;D;5016;10,4166;F;Ne
2020.05;Distributor;N06BX13;210992;RAXONE;150MG TBL FLM 180;SAT;D;D;6;30;R;Ano
2020.05;Distributor;N06BX18;4063;CAVINTON;5MG TBL NOB 50;GDB;H;D;4116;16,6667;R;Ne
2020.05;Distributor;N06BX18;10252;CAVINTON FORTE;10MG TBL NOB 30;GDB;H;D;588;20;R;Ne
2020.05;Distributor;N06BX18;10253;CAVINTON FORTE;10MG TBL NOB 90;GDB;H;D;6570;60;R;Ne
2020.05;OOV;N06DA02;154010;ALZIL;10MG TBL FLM 28;GMP;CZ;D;4899;37,3333;R;Ano
2020.05;Distributor;N06DA02;142191;DONPETHON;10MG TBL FLM 28;VOW;PL;D;1400;37,3333;R;Ano
2020.05;Distributor;N06DA02;143741;DOSPELIN;10MG TBL FLM 28;MOE;CY;D;14000;37,3333;R;Ano
2020.05;Distributor;N06DA02;143737;DOSPELIN;5MG TBL FLM 28;MOE;CY;D;3283;18,6667;R;Ano
2020.05;Distributor;N06DA02;170543;KOGNEZIL;5MG TBL FLM 28;ZNP;CZ;D;3000;18,6667;R;Ano
2020.05;Distributor;N06DA02;131911;LANDEX;10MG TBL FLM 56 II;EGB;H;D;140;74,6667;R;Ano
2020.05;Distributor;N06DX01;26505;EBIXA;10MG TBL FLM 50 I;LUN;DK;D;40;25;R;Ano
2020.05;Distributor;N06DX01;26502;EBIXA;10MG TBL FLM 56 I;LUN;DK;D;625;28;R;Ano
2020.05;Distributor;N06DX01;29468;EBIXA;20MG TBL FLM 28 I;LUN;DK;D;968;28;R;Ano
2020.05;Distributor;N06DX01;29475;EBIXA;20MG TBL FLM 98 I;LUN;DK;D;440;98;R;Ano
2020.05;Distributor;N06DX01;26508;EBIXA;5MG/D¡V POR SOL 1X100ML;LUN;DK;D;58;50;R;Ano
2020.05;Distributor;N06DX01;29466;EBIXA;5MG+10MG+15MG+20MG TBL FLM 7+7+7+7 I;LUN;DK;D;138;17,5;R;Ano
2020.05;Distributor;N06DX01;194628;MEMANTINE ACCORD;20MG TBL FLM 28;ACH;E;D;60;28;R;Ano
2020.05;Distributor;N06DX01;194630;MEMANTINE ACCORD;20MG TBL FLM 56;ACH;E;D;30;56;R;Ano
2020.05;Distributor;N06DX01;190769;MEMANTINE VIPHARM;20MG TBL FLM 28;VOW;PL;D;1152;28;R;Ano
2020.05;Distributor;N06DX01;190782;MEMIGMIN;10MG TBL FLM 28;EGB;H;D;3500;14;R;Ano
2020.05;Distributor;N06DX01;190789;MEMIGMIN;10MG TBL FLM 84;EGB;H;D;1429;42;R;Ano
2020.05;Distributor;N06DX02;13194;GINGIO 120;120MG TBL FLM 60;SAN;CZ;D;6587;60;F;Ne
2020.05;Distributor;N06DX02;242689;TANAKAN;TBL FLM 90 I;IHC;F;D;6720;30;F;Ne
2020.05;Distributor;N07AA01;612;SYNTOSTIGMIN;0,5MG/ML INJ SOL 10X1ML;BBP;CZ;D;10080;2,5;R;Ano
2020.05;Distributor;N07AA02;230933;MESTINON;60MG TBL OBD 150;MYL;IRL;D;7968;50;R;Ano
2020.05;Distributor;N07AA30;20327;MYTELASE;10MG TBL NOB 50;SFK;CZ;D;9296;8,3333;R;Ano
2020.05;Distributor;N07BA01;147596;NICORETTE ICEMINT GUM;2MG GUM MND 105;MNH;S;D;3476;7;V;Ne
2020.05;Distributor;N07BA01;147606;NICORETTE ICEMINT GUM;4MG GUM MND 105;MNH;S;D;3728;14;V;Ne
2020.05;Distributor;N07BA01;136126;NICORETTE INVISIPATCH;25MG/16H TDR EMP 7 I;MNH;S;D;6954;12,5;V;Ne
2020.05;Distributor;N07BA01;175923;NICORETTE MINT;4MG PAS CMP 20;MNH;S;D;16992;2,6667;V;Ne
2020.05;Distributor;N07BA01;188195;NICORETTE SPRAY;1MG/D¡V ORM SPR SOL 2X13,2ML;MNH;S;D;14940;10;V;Ne
2020.05;Distributor;N07BB05;193856;SELINCRO;18MG TBL FLM 14;LUN;DK;D;6;14;R;Ne
2020.05;Distributor;N07BC01;176504;SUBUTEX;2MG TBL SLG 7;IEL;IRL;D;1500;1,75;R;Ne
2020.05;Distributor;N07BC01;176506;SUBUTEX;8MG TBL SLG 7;IEL;IRL;D;1060;7;R;Ne
2020.05;Distributor;N07BC02;232615;METADON ALKALOID;10MG/ML POR GTT SOL 1X10ML;N/A;N/A;D;5000;4;R;Ne
2020.05;Distributor;N07CA02;30381;STUGERON;25MG TBL NOB 50;GDB;H;D;1176;13,8888;R;Ne
2020.05;Distributor;N07CA52;122400;ARLEVERT;20MG/40MG TBL NOB 24;HNG;D;D;200;5,3333;R;Ne
2020.05;Distributor;N07CA52;122401;ARLEVERT;20MG/40MG TBL NOB 48;HNG;D;D;500;10,6667;R;Ne
2020.05;Distributor;N07X;150660;CEREBROLYSIN;215,2MG/ML INJ SOL 5X10ML;EVN;A;D;145;;R;Ne
2020.05;Distributor;N07XX07;168994;FAMPYRA;10MG TBL PRO 28(2X14);BIN;NL;D;30;14;R;Ne
2020.05;Distributor;N07XX07;168995;FAMPYRA;10MG TBL PRO 56(4X14);BIN;NL;D;90;28;R;Ne
2020.05;Distributor;P01BA02;54424;PLAQUENIL;200MG TBL FLM 60;SFK;CZ;D;22215;18,0232;R;Ano
2020.05;Distributor;P02CA01;122198;VERMOX;100MG TBL NOB 6;JNS;CZ;D;14379;3;R;Ano
2020.05;Distributor;R01AA05;171031;NASIVIN SENSITIVE;0,5MG/ML NAS SPR SOL 10ML;PAG;D;D;62914;12,5;F;Ne
2020.05;Distributor;R01AA05;141762;NASIVIN SENSITIVE 0,01 %;0,1MG/ML NAS GTT SOL 1X5ML;PAG;D;D;75453;1,25;F;Ne
2020.05;Distributor;R01AA05;141763;NASIVIN SENSITIVE 0,025 %;0,25MG/ML NAS SPR SOL 1X10ML;PAG;D;D;21346;6,25;F;Ne
2020.05;Distributor;R01AA05;119686;NASIVIN 0,01%;0,1MG/ML NAS GTT SOL 5ML;PAG;D;D;70400;1,25;F;Ne
2020.05;Distributor;R01AA05;119685;NASIVIN 0,025%;0,25MG/ML NAS GTT SOL 10ML;PAG;D;D;163520;6,25;F;Ne
2020.05;Distributor;R01AA07;107739;MAR RHINO;1MG/ML NAS SPR SOL 15ML;STD;D;D;9822;18,75;F;Ne
2020.05;Distributor;R01AA07;242207;OLYNTH HA;0,5MG/ML NAS SPR SOL 10ML;MCN;IRL;D;36070;6,25;F;Ne
2020.05;Distributor;R01AA07;240020;OLYNTH HA;1MG/ML NAS SPR SOL 10ML;MCN;IRL;D;85020;12,5;F;Ne
2020.05;Distributor;R01AA07;218086;OTRIVIN MENTHOL;1MG/ML NAS SPR SOL 1X10ML;GSH;CZ;D;23999;12,5;F;Ne
2020.05;Distributor;R01AA07;243452;XYLOMAX;0,5MG/ML NAS SPR SOL 1X10ML I;DMP;CZ;D;93520;6,25;F;Ne
2020.05;Distributor;R01AB01;218102;VIBROCIL;2,5MG/ML+0,25MG/ML NAS GTT SOL 1X15ML;GSH;CZ;D;19988;18,75;F;Ne
2020.05;OOV;R01AC01;163322;ALLERGOCROM NOSNÕ SPREJ;2,8MG/0,14ML NAS SPR SOL 1X15ML;UAS;CZ;D;1310;7,5;R;Ano
2020.05;Distributor;R01AD01;66006;BECLOMET NASAL AQUA 100 MCG;100MCG/D¡V NAS SPR SUS 200D¡V;ORN;SF;D;334;50;R;Ano
2020.05;Distributor;R01AD01;102423;BECLOMET NASAL AQUA 50 MCG, NOSNÕ SPREJ;50MCG/D¡V NAS SPR SUS 1X23ML/200D¡V;ORN;SF;D;207;25;F;Ne
2020.05;Distributor;R01AD01;102421;BECLOMET NASAL AQUA 50 MCG, NOSNÕ SPREJ;50MCG/D¡V NAS SPR SUS 1X9ML/70D¡V;ORN;SF;D;286;8,75;F;Ne
2020.05;Distributor;R01AD09;192521;NASONEX;50MCG/D¡V NAS SPR SUS 140D¡V;MSD;NL;D;2200;35;R;Ano
2020.05;Distributor;R01BA52;29050;AERINAZE;2,5MG/120MG TBL RET 10;MSD;NL;D;450;5;R;Ne
2020.05;Distributor;R02AA03;107831;NEO-ANGIN TÿEäE“;1,2MG/0,6MG/5,9MG PAS 24;DPB;D;D;150;4;F;Ne
2020.05;Distributor;R02AA20;218085;OROFAR;1MG/1MG PAS 24;GSH;CZ;D;48998;4;F;Ne
2020.05;Distributor;R02AX03;170762;TANTUM VERDE ORANGE AND HONEY;3MG PAS 20;ANG;CZ;D;27264;6,6667;F;Ne
2020.05;Distributor;R03AC02;92745;BUVENTOL EASYHALER 200 MCG/DOSE;200MCG INH PLV DOS 200D¡V I;ORN;SF;D;41;50;R;Ano
2020.05;Distributor;R03AC02;231956;VENTOLIN INHALER N;100MCG/D¡V INH SUS PSS 200D¡V;GSE;IRL;D;42840;25;R;Ano
2020.05;Distributor;R03AC13;184319;ATIMOS;12MCG/D¡V INH SOL PSS 100D¡V;CQV;A;D;2160;50;R;Ano
2020.05;Distributor;R03AC13;76334;FORMOTEROL EASYHALER;12MCG/D¡V INH PLV 120;ORN;SF;D;167;60;R;Ano
2020.05;Distributor;R03AC18;167263;ONBREZ BREEZHALER;300MCG INH PLV CPS DUR 30+INH;NEI;IRL;D;2397;60;R;Ano
2020.05;Distributor;R03AK06;205583;AIRFLUSAN FORSPIRO;50MCG/250MCG INH PLV DOS 1X60D¡V;SAN;CZ;D;15020;30;R;Ano
2020.05;Distributor;R03AK06;203820;FULLHALE;25MCG/125MCG/D¡V INH SUS PSS 1X120D¡V;CIP;B;D;23367;30;R;Ano
2020.05;Distributor;R03AK06;203821;FULLHALE;25MCG/250MCG/D¡V INH SUS PSS 1X120D¡V;CIP;B;D;30300;30;R;Ano
2020.05;Distributor;R03AK06;237692;SERETIDE DISKUS;50MCG/100MCG INH PLV DOS 1X60D¡V;GSE;IRL;D;3426;30;R;Ano
2020.05;Distributor;R03AK06;237693;SERETIDE DISKUS;50MCG/100MCG INH PLV DOS 3X60D¡V;GSE;IRL;D;5006;90;R;Ano
2020.05;Distributor;R03AK06;237697;SERETIDE DISKUS;50MCG/250MCG INH PLV DOS 1X60D¡V;GSE;IRL;D;8627;30;R;Ano
2020.05;Distributor;R03AK06;237698;SERETIDE DISKUS;50MCG/250MCG INH PLV DOS 3X60D¡V;GSE;IRL;D;9608;90;R;Ano
2020.05;Distributor;R03AK06;237702;SERETIDE DISKUS;50MCG/500MCG INH PLV DOS 1X60D¡V;GSE;IRL;D;9567;30;R;Ano
2020.05;Distributor;R03AK06;237703;SERETIDE DISKUS;50MCG/500MCG INH PLV DOS 3X60D¡V;GSE;IRL;D;8934;90;R;Ano
2020.05;Distributor;R03AK06;237704;SERETIDE 25/50 INHALER;25MCG/50MCG/D¡V INH SUS PSS 120D¡V+PO»;GSE;IRL;D;1500;30;R;Ano
2020.05;Distributor;R03AK06;233667;SERKEP;25MCG/125MCG/D¡V INH SUS PSS 1X120D¡V;MII;IRL;D;4050;30;R;Ano
2020.05;Distributor;R03AK07;197361;BUFOMIX EASYHALER;160MCG/4,5MCG INH PLV 1X120D¡V;ORN;SF;D;130;30;R;Ano
2020.05;Distributor;R03AK07;197359;BUFOMIX EASYHALER;320MCG/9MCG INH PLV 1X60D¡V;ORN;SF;D;70;30;R;Ano
2020.05;Distributor;R03AK07;194934;DUORESP SPIROMAX;320MCG/9MCG INH PLV 1X60D¡V;TVH;NL;D;10640;30;R;Ano
2020.05;Distributor;R03AK07;212646;SYMBICORT;160MCG/4,5MCG INH SUS PSS 1X120D¡V;AZC;S;D;1080;30;R;Ano
2020.05;Distributor;R03AK07;180098;SYMBICORT TURBUHALER 100 MIKROGRAMŸ/6 MIKROGRAMŸ/INHALACE;80MCG/4,5MCG INH PLV 1X120D¡V;AZC;S;D;1840;30;R;Ano
2020.05;Distributor;R03AK07;180087;SYMBICORT TURBUHALER 200 MIKROGRAMŸ/ 6 MIKROGRAMŸ/ INHALACE;160MCG/4,5MCG INH PLV 1X120D¡V;AZC;S;D;23200;30;R;Ano
2020.05;Distributor;R03AK07;180081;SYMBICORT TURBUHALER 400 MIKROGRAMŸ/12 MIKROGRAMŸ/INHALACE;320MCG/9MCG INH PLV 1X60D¡V;AZC;S;D;6160;30;R;Ano
2020.05;Distributor;R03AK08;184377;COMBAIR;100MCG/6MCG/D¡V INH SOL PSS 180D¡V;CQV;A;D;6000;45;R;Ano
2020.05;Distributor;R03AK08;211304;COMBAIR;200MCG/6MCG/D¡V INH SOL PSS 1X180D¡V;CQV;A;D;600;45;R;Ano
2020.05;Distributor;R03AK10;194567;RELVAR ELLIPTA;184MCG/22MCG INH PLV DOS 1X30D¡V;GSE;IRL;D;13068;30;R;Ano
2020.05;Distributor;R03AK10;194564;RELVAR ELLIPTA;92MCG/22MCG INH PLV DOS 1X30D¡V;GSE;IRL;D;11852;30;R;Ano
2020.05;Distributor;R03AK11;165649;FLUTIFORM;125MCG/5MCG/D¡V INH SUS PSS 1X120D¡V;MUG;A;D;14416;30;R;Ano
2020.05;Distributor;R03AK11;165650;FLUTIFORM;250MCG/10MCG/D¡V INH SUS PSS 1X120D¡V;MUG;A;D;16936;60;R;Ano
2020.05;Distributor;R03AK11;165648;FLUTIFORM;50MCG/5MCG/D¡V INH SUS PSS 1X120D¡V;MUG;A;D;1896;30;R;Ano
2020.05;Distributor;R03AK11;133360;FLUTIFORM K-HALER;125MCG/5MCG/D¡V INH SUS PSS 1X120D¡V;MUG;A;D;3320;30;R;Ano
2020.05;Distributor;R03AK11;133360;FLUTIFORM K-HALER;125MCG/5MCG/D¡V INH SUS PSS 1X120D¡V;MUG;A;V;-10;30;R;Ano
2020.05;Distributor;R03AK11;133358;FLUTIFORM K-HALER;50MCG/5MCG/D¡V INH SUS PSS 1X120D¡V;MUG;A;D;805;30;R;Ano
2020.05;Distributor;R03AL01;2679;BERODUAL N;21MCG/50MCG/D¡V INH SOL PSS 200D¡V;BOE;D;D;20540;33,3333;R;Ano
2020.05;Distributor;R03AL03;210032;ANORO ELLIPTA;55MCG/22MCG INH PLV DOS 1X30D¡V;GSE;IRL;D;13178;30;R;Ano
2020.05;Distributor;R03AL04;194361;ULTIBRO BREEZHALER;85MCG/43MCG INH PLV CPS DUR 30X1+INH;NEI;IRL;D;13425;30;R;Ano
2020.05;Distributor;R03AL05;210205;DUAKLIR GENUAIR;340MCG/12MCG INH PLV 1X60D¡V;AZC;S;D;512;30;R;Ano
2020.05;Distributor;R03BA01;53876;BECLOMET EASYHALER;200MCG INH PLV 1X200D¡V I;ORN;SF;D;66;50;R;Ano
2020.05;Distributor;R03BA02;185108;BUDIAIR;200MCG/D¡V INH SOL PSS 200D¡V;CQV;A;D;1000;26,6667;R;Ano
2020.05;Distributor;R03BA02;31572;GIONA EASYHALER 100;100MCG INH PLV 1X200D¡V;ORN;SF;D;55;25;R;Ano
2020.05;Distributor;R03BA02;31733;GIONA EASYHALER 200;200MCG INH PLV 1X200D¡V;ORN;SF;D;830;50;R;Ano
2020.05;Distributor;R03BA02;31575;GIONA EASYHALER 400;400MCG INH PLV 1X100D¡V;ORN;SF;D;390;50;R;Ano
2020.05;Distributor;R03BA02;218110;MIFLONID BREEZHALER;400MCG INH PLV CPS DUR 60;NAI;CZ;D;29199;30;R;Ano
2020.05;Distributor;R03BA02;235776;PULMICORT;0,5MG/ML SUS NEB 20X2ML;AZC;S;D;80;25;R;Ano
2020.05;Distributor;R03BA02;232983;PULMICORT TURBUHALER;200MCG INH PLV 200D¡V;AZC;S;D;1865;50;R;Ano
2020.05;Distributor;R03BA05;237764;FLIXOTIDE DISKUS 250;250MCG INH PLV DOS 60D¡V;GSE;IRL;D;300;25;R;Ano
2020.05;Distributor;R03BA05;237765;FLIXOTIDE DISKUS 500;500MCG INH PLV DOS 60D¡V;GSE;IRL;D;200;50;R;Ano
2020.05;Distributor;R03BA05;237766;FLIXOTIDE 125 INHALER N;125MCG/D¡V INH SUS PSS 60D¡V;GSE;IRL;D;1600;12,5;R;Ano
2020.05;Distributor;R03BA05;237770;FLIXOTIDE 50 INHALER N;50MCG/D¡V INH SUS PSS 120D¡V;GSE;IRL;D;900;10;R;Ano
2020.05;Distributor;R03BA07;192209;ASMANEX;200MCG INH PLV 60D¡V I;MSD;NL;D;1080;30;R;Ano
2020.05;Distributor;R03BB01;32992;ATROVENT N;0,020MG/D¡V INH SOL PSS 200D¡V;BOE;D;D;13950;13,3333;R;Ano
2020.05;Distributor;R03BB04;109810;SPIRIVA RESPIMAT;2,5MCG INH SOL 1X60D¡V+1INH;BOE;D;D;11258;30;R;Ano
2020.05;Distributor;R03BB07;210035;INCRUSE ELLIPTA;55MCG INH PLV DOS 1X30D¡V;GSE;IRL;D;8412;30;R;Ano
2020.05;Distributor;R03DA04;225508;EUPHYLLIN CR N;100MG CPS PRO 50;AZC;S;D;2100;12,5;R;Ano
2020.05;Distributor;R03DA04;225510;EUPHYLLIN CR N;200MG CPS PRO 50;AZC;S;D;40400;25;R;Ano
2020.05;Distributor;R03DA04;225512;EUPHYLLIN CR N;300MG CPS PRO 50;AZC;S;D;7300;37,5;R;Ano
2020.05;Distributor;R03DA04;225514;EUPHYLLIN CR N;400MG CPS PRO 50;AZC;S;D;400;50;R;Ano
2020.05;Distributor;R03DC03;140104;CASTISPIR;10MG TBL FLM 98;SAN;CZ;D;506;98;R;Ano
2020.05;Distributor;R03DC03;165631;MONKASTA;10MG TBL FLM 28;KRK;SLO;D;220;28;R;Ano
2020.05;Distributor;R03DC03;165638;MONKASTA;10MG TBL FLM 98;KRK;SLO;D;240;98;R;Ano
2020.05;Distributor;R03DC03;165601;MONKASTA;4MG TBL MND 28;KRK;SLO;D;30;11,2;R;Ano
2020.05;Distributor;R03DC03;165616;MONKASTA;5MG TBL MND 28;KRK;SLO;D;420;14;R;Ano
2020.05;Distributor;R03DC03;153264;MONTELAR;10MG TBL FLM 98;ZNP;CZ;D;5772;98;R;Ano
2020.05;Distributor;R03DC03;214237;MONTELUKAST MEDREG;10MG TBL FLM 28;MFP;CZ;D;3771;28;R;Ano
2020.05;Distributor;R03DC03;214248;MONTELUKAST MEDREG;10MG TBL FLM 98;MFP;CZ;D;2722;98;R;Ano
2020.05;Distributor;R03DC03;119220;MONTELUKAST TEVA;10MG TBL FLM 28;TPP;CZ;D;2080;28;R;Ano
2020.05;Distributor;R03DC03;119226;MONTELUKAST TEVA;10MG TBL FLM 98;TPP;CZ;D;2796;98;R;Ano
2020.05;Distributor;R03DC03;117457;MONTELUKAST TEVA;4MG TBL MND 28;TPP;CZ;D;1010;11,2;R;Ano
2020.05;Distributor;R03DC03;118505;MONTELUKAST TEVA;5MG TBL MND 28;TPP;CZ;D;1190;14;R;Ano
2020.05;Distributor;R03DC03;118511;MONTELUKAST TEVA;5MG TBL MND 98;TPP;CZ;D;815;49;R;Ano
2020.05;Distributor;R03DC03;53077;SINGULAIR;10MG TBL FLM 28;MSD;NL;D;180;28;R;Ano
2020.05;Distributor;R03DC03;125135;SINGULAIR;10MG TBL FLM 98;MSD;NL;D;1080;98;R;Ano
2020.05;Distributor;R03DC03;53076;SINGULAIR JUNIOR;5MG TBL MND 28;MSD;NL;D;140;14;R;Ano
2020.05;Distributor;R03DC03;125133;SINGULAIR JUNIOR;5MG TBL MND 98;MSD;NL;D;90;49;R;Ano
2020.05;Distributor;R03DC03;125134;SINGULAIR MINI;4MG TBL MND 98;MSD;NL;D;120;39,2;R;Ano
2020.05;Distributor;R03DX07;167746;DAXAS;500MCG TBL FLM 30;AZC;S;D;700;30;R;Ano
2020.05;Distributor;R03DX07;167747;DAXAS;500MCG TBL FLM 90;AZC;S;D;936;90;R;Ano
2020.05;Distributor;R03DX10;222689;FASENRA;30MG INJ SOL ISP 1X1ML;AZC;S;D;24;55,5556;R;Ano
2020.05;Distributor;R05CA13;218897;SOLEDUM;100MG CPS ETM 20;CSK;D;D;180;;F;Ne
2020.05;Distributor;R05CB01;103387;ACC INJEKT;100MG/ML INJ SOL/SOL NEB 5X3ML;HHO;D;D;25573;;R;Ano
2020.05;Distributor;R05CB01;162245;ACC 100 NEO;100MG TBL EFF 20;HHO;D;D;23687;4;F;Ne
2020.05;Distributor;R05CB01;162250;ACC 200 NEO;200MG TBL EFF 20;HHO;D;D;25787;8;F;Ne
2020.05;Distributor;R05CB06;94921;AMBROBENE;15MG/5ML SIR 100ML;RAT;D;D;88941;2,5;F;Ne
2020.05;Distributor;R05CB06;58374;AMBROXOL AL;7,5MG/ML POR GTT SOL 100ML;AYL;D;D;9603;6,25;F;Ne
2020.05;Distributor;R05CB06;223153;MUCOSOLVAN;15MG PAS MOL 20;SFK;CZ;D;36250;2,5;F;Ne
2020.05;Distributor;R05CB06;223148;MUCOSOLVAN LONG EFFECT;75MG CPS PRO 20;SFK;CZ;D;47965;12,5;F;Ne
2020.05;Distributor;R05DB13;218497;TUSSICAL;7,5MG/5ML SIR 1X200ML I;DMP;CZ;D;12166;12;F;Ne
2020.05;Distributor;R05FB02;95459;STOPTUSSIN;0,004G/0,1G TBL NOB 20;TCO;CZ;D;14340;;F;Ne
