ATC;NT;NAZEV;NAZEV_EN
A05B;N;L…»IVA K TERAPII ONEMOCNÃNÕ JATER, HEPATOPROTEKTIVA;LIVER THERAPY, LIPOTROPICS
A05BA;N;L…»IVA K TERAPII ONEMOCNÃNÕ JATER;LIVER THERAPY
A05BA01;N;ARGININ-GLUTAM¡T;ARGININE GLUTAMATE
A05BA03;N;SILYMARIN;SILYMARIN
A05BA04;N;CITIOLON;CITIOLONE
A05BA05;N;EPOMEDIOL;EPOMEDIOL
A05BA06;N;ORNITHIN-OXOGLUR¡T;ORNITHINE OXOGLURATE
A05BA07;N;TIDIACIK-ARGININ;TIDIACIC ARGININE
A05BA08;N;KYSELINA GLYCYRRHIZOV¡;GLYCYRRHIZIC ACID
A05BA09;N;METADOXIN;METADOXINE
A05BA10;N;FOSFOLIPIDY;PHOSPHOLIPIDS
A05BA11;N;RESMETIROM;RESMETIROM
A05C;N;L…»IVA K TERAPII ONEMOCNÃNÕ éLU»OV›CH CEST A HEPATOPROTEKTIVA V KOMBINACI;DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION
A06;N;L…»IVA PROTI Z¡CPÃ;DRUGS FOR CONSTIPATION
A06A;N;L…»IVA PROTI Z¡CPÃ;DRUGS FOR CONSTIPATION
A06AA;N;ZMÃK»UJÕCÕ LAXATIVA;SOFTENERS, EMOLLIENTS
A06AA01;N;TEKUT› PARAFIN;LIQUID PARAFFIN
A06AA02;N;SODN¡ SŸL DOKUS¡TU;DOCUSATE SODIUM
A06AA51;N;TEKUT› PARAFIN, KOMBINACE;LIQUID PARAFFIN, COMBINATIONS
A06AB;N;KONTAKTNÕ LAXATIVA;CONTACT LAXATIVES
A06AB01;N;OXYFENISATIN;OXYPHENISATINE
A06AB02;N;BISAKODYL;BISACODYL
A06AB03;N;DANTRON;DANTRON
A06AB04;N;FENOLFTALEIN;PHENOLPHTHALEIN
A06AB05;N;RICINOV› OLEJ;CASTOR OIL
A06AB06;N;SENNOV… GLYKOSIDY;SENNA GLYCOSIDES
A06AB07;N;KŸRA ÿEäETL¡KU PURSHOVA;CASCARA
A06AB08;N;NATRIUM-PIKOSULF¡T;SODIUM PICOSULFATE
A06AB09;N;BISOXATIN;BISOXATIN
A06AB20;N;KONTAKTNÕ LAXATIVA V KOMBINACI;CONTACT LAXATIVES IN COMBINATION
A06AB30;N;KONTAKTNÕ LAXATIVA V KOMBINACI S ALKALOIDY RULÕKU;CONTACT LAXATIVES IN COMBINATION WITH BELLADONNA ALKALOIDS
A06AB52;N;BISAKODYL, KOMBINACE;BISACODYL, COMBINATIONS
A06AB53;N;DANTRON, KOMBINACE;DANTRON, COMBINATIONS
A06AB56;N;SENNOV… GLYKOSIDY, KOMBINACE;SENNA GLYCOSIDES, COMBINATIONS
A06AB57;N;KŸRA ÿEäETL¡KU PURSHOVA, KOMBINACE;CASCARA, COMBINATIONS
A06AB58;N;NATRIUM-PIKOSULF¡T, KOMBINACE;SODIUM PICOSULFATE, COMBINATIONS
A06AC;N;OBJEMOV¡ LAXATIVA;BULK-FORMING LAXATIVES
A06AC01;N;SEMENO JITROCELE VEJ»IT…HO;ISPAGHULA (PSYLLA SEEDS)
A06AC02;N;ETHULOSA;ETHULOSE
A06AC03;N;STERKULIOV¡ KLOVATINA;STERCULIA
A06AC05;N;LNÃN… SEMENO;LINSEED
A06AC06;N;METHYLCELULOSA;METHYLCELLULOSE
A06AC07;N;PäENI»N¡ VL¡KNINA;TRITICUM (WHEAT FIBRE)
A06AC08;N;V¡PENAT¡ SŸL POLYKARBOFILU;POLYCARBOPHIL CALCIUM
A06AC51;N;SEMENO JITROCELE VEJ»IT…HO, KOMBINACE;ISPAGHULA, COMBINATIONS
A06AC53;N;STERKULIOV¡ KLOVATINA, KOMBINACE;STERCULIA, COMBINATIONS
A06AC55;N;LNÃN… SEMENO, KOMBINACE;LINSEED, COMBINATIONS
A06AD;N;OSMOTICKY PŸSOBÕCÕ LAXATIVA;OSMOTICALLY ACTING LAXATIVES
A06AD01;N;UHLI»ITAN HOÿE»NAT›;MAGNESIUM CARBONATE
A06AD02;N;OXID HOÿE»NAT›;MAGNESIUM OXIDE
A06AD03;N;PEROXID HOÿE»NAT›;MAGNESIUM PEROXIDE
A06AD04;N;SÕRAN HOÿE»NAT›;MAGNESIUM SULFATE
A06AD10;N;KOMBINACE MINER¡LNÕCH SOLÕ;MINERAL SALTS IN COMBINATION
A06AD11;N;LAKTULOSA;LACTULOSE
A06AD12;N;LAKTITOL;LACTITOL
A06AD13;N;SÕRAN SODN›;SODIUM SULFATE
A06AD14;N;PENTAERYTHRITOL;PENTAERITHRITYL
A06AD15;N;MAKROGOL;MACROGOL
A06AD16;N;MANNITOL;MANNITOL
A06AD17;N;FOSRORE»NAN SODN›;SODIUM PHOSPHATE
A06AD18;N;SORBITOL;SORBITOL
A06AD19;N;MAGNESIUM-CITR¡T;MAGNESIUM CITRATE
A06AD21;N;NATRIUM-TARTAR¡T;SODIUM TARTRATE
A06AD61;N;LAKTULOSA, KOMBINACE;LACTULOSE, COMBINATIONS
A06AD65;N;MAKROGOL, KOMBINACE;MACROGOL, COMBINATIONS
A06AG;N;L…»IVA K O»IäTÃNÕ STÿEVA (KLYZMATA);ENEMAS
A06AG01;N;FOSFORE»NAN SODN›;SODIUM PHOSPHATE
A06AG02;N;BISAKODYL;BISACODYL
A06AG03;N;DANTRON, V»ETNÃ KOMBINACÕ;DANTRON, INCL. COMBINATIONS
A06AG04;N;GLYCEROL;GLYCEROL
A06AG06;N;OLEJ;OIL
A06AG07;N;SORBITOL;SORBITOL
A06AG10;N;SODN¡ SŸL DOKUS¡TU, V»ETNÃ KOMBINACÕ;DOCUSATE SODIUM, INCL. COMBINATIONS
A06AG11;N;NATRIUM-LAURYL-SULFOACET¡T, V»ETNÃ KOMBINACÕ;SODIUM LAURYL SULFOACETATE, INCL. COMBINATIONS
A06AG20;N;L…»IVA K O»IäTÃNÕ STÿEVA, KOMBINACE;COMBINATIONS
A06AH;N;PERIFERNÕ ANTAGONIST… OPIOIDNÕCH RECEPTORŸ;PERIPHERAL OPIOID RECEPTOR ANTAGONISTS
A06AH01;N;METHYLNALTREXONIUM-BROMID;METHYLNALTREXONE BROMIDE
A06AH02;N;ALVIMOPAN;ALVIMOPAN
A06AH03;N;NALOXEGOL;NALOXEGOL
A06AH04;N;NALOXON;NALOXONE
A06AH05;N;NALDEMEDIN;NALDEMEDINE
A06AX;N;JIN¡ L…»IVA PROTI Z¡CPÃ;OTHER DRUGS FOR CONSTIPATION
A06AX01;N;GLYCEROL;GLYCEROL
A06AX02;N;L¡TKY PRODUKUJÕCÕ OXID UHLI»IT›;CARBON DIOXIDE PRODUCING DRUGS
A06AX03;N;LUBIPROSTON;LUBIPROSTONE
A06AX04;N;LINAKLOTID;LINACLOTIDE
A06AX05;N;PRUKALOPRID;PRUCALOPRIDE
A06AX06;N;TEGASEROD;TEGASEROD
A06AX07;N;PLEKANATID;PLECANATIDE
A06AX08;N;TENAPANOR;TENAPANOR
A06AX09;N;ELOBIXIB¡T;ELOBIXIBAT
A07;N;ANTIDIAROIKA, STÿEVNÕ PROTIZ¡NÃTLIV¡ A PROTIINFEK»NÕ L…»IVA;ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07A;N;STÿEVNÕ ANTIINFEKTIVA;INTESTINAL ANTIINFECTIVES
A07AA;N;ANTIBIOTIKA;ANTIBIOTICS
A07AA01;N;NEOMYCIN;NEOMYCIN
A07AA02;N;NYSTATIN;NYSTATIN
A07AA03;N;NATAMYCIN;NATAMYCIN
A07AA04;N;STREPTOMYCIN;STREPTOMYCIN
A07AA05;N;POLYMYXIN B;POLYMYXIN B
A07AA06;N;PAROMOMYCIN;PAROMOMYCIN
A07AA07;N;AMFOTERICIN B;AMPHOTERICIN B
A07AA08;N;KANAMYCIN;KANAMYCIN
A07AA09;N;VANKOMYCIN;VANCOMYCIN
A07AA10;N;KOLISTIN;COLISTIN
A07AA11;N;RIFAXIMIN;RIFAXIMIN
A07AA12;N;FIDAXOMICIN;FIDAXOMICIN
A07AA13;N;RIFAMYCIN;RIFAMYCIN
A07AA51;N;NEOMYCIN, KOMBINACE;NEOMYCIN, COMBINATIONS
A07AA54;N;STREPTOMYCIN, KOMBINACE;STREPTOMYCIN, COMBINATIONS
A07AB;N;SULFONAMIDY;SULFONAMIDES
A07AB02;N;FTALYLSULFATHIAZOL;PHTHALYLSULFATHIAZOLE
A07AB03;N;SULFAGUANIDIN;SULFAGUANIDINE
A07AB04;N;SUKCINYLSULFATHIAZOL;SUCCINYLSULFATHIAZOLE
A07AC;N;IMIDAZOLOV… DERIV¡TY;IMIDAZOLE DERIVATIVES
A07AC01;N;MIKONAZOL;MICONAZOLE
A07AX;N;JIN¡ STÿEVNÕ ANTIINFEKTIVA;OTHER INTESTINAL ANTIINFECTIVES
A07AX01;N;BROXYCHINOLIN;BROXYQUINOLINE
A07AX02;N;ACETARSOL;ACETARSOL
A07AX03;N;NIFUROXAZID;NIFUROXAZIDE
A07AX04;N;NIFURZID;NIFURZIDE
A07B;N;STÿEVNÕ ADSORBENCIA;INTESTINAL ADSORBENTS
A07BA;N;PÿÕPRAVKY OBSAHUJÕCÕ AKTIVNÕ UHLÕ;CHARCOAL PREPARATIONS
A07BA01;N;AKTIVNÕ UHLÕ;MEDICINAL CHARCOAL
A07BA51;N;PÿÕPRAVKY OBSAHUJÕCÕ AKTIVNÕ UHLÕ, KOMBINACE;MEDICINAL CHARCOAL, COMBINATIONS
A07BB;N;PÿÕPRAVKY OBSAHUJÕCÕ BISMUT;BISMUTH PREPARATIONS
A07BC;N;JIN¡ STÿEVNÕ ADSORBENCIA;OTHER INTESTINAL ADSORBENTS
A07BC01;N;PEKTIN;PECTIN
A07BC02;N;KAOLIN;KAOLIN
A07BC03;N;KROSPOVIDON;CROSPOVIDONE
A07BC04;N;ATTAPULGIT;ATTAPULGITE
A07BC05;N;DIOSMEKTIT;DIOSMECTITE
A07BC30;N;JIN¡ STÿEVNÕ ADSORBENCIA, KOMBINACE;COMBINATIONS
A07BC54;N;ATTAPULGIT, KOMBINACE;ATTAPULGITE, COMBINATIONS
A07C;N;ELEKTROLYTY SE SACHARIDY;ELECTROLYTES WITH CARBOHYDRATES
A07CA;N;PEROR¡LNÕ REHYDRATA»NÕ ELEKTROLYTOV… ROZTOKY;ORAL REHYDRATION SALT FORMULATIONS
A07D;N;ANTIPROPULZIVA;ANTIPROPULSIVES
A07DA;N;ANTIPROPULZIVA;ANTIPROPULSIVES
A07DA01;N;DIFENOXYL¡T;DIPHENOXYLATE
A07DA02;N;OPIUM;OPIUM
A07DA03;N;LOPERAMID;LOPERAMIDE
A07DA04;N;DIFENOXIN;DIFENOXIN
A07DA05;N;LOPERAMID-OXID;LOPERAMIDE OXIDE
A07DA06;N;ELUXADOLIN;ELUXADOLINE
A07DA52;N;MORFIN, KOMBINACE;MORPHINE, COMBINATIONS
A07DA53;N;LOPERAMID, KOMBINACE;LOPERAMIDE, COMBINATIONS
A07E;N;STÿEVNÕ PROTIZ¡NÃTLIV¡ L…»IVA;INTESTINAL ANTIINFLAMMATORY AGENTS
A07EA;N;KORTIKOSTEROIDY PŸSOBÕCÕ LOK¡LNÃ;CORTICOSTEROIDS ACTING LOCALLY
A07EA01;N;PREDNISOLON;PREDNISOLONE
A07EA02;N;HYDROKORTISON;HYDROCORTISONE
A07EA03;N;PREDNISON;PREDNISONE
A07EA04;N;BETAMETHASON;BETAMETHASONE
A07EA05;N;TIXOKORTOL;TIXOCORTOL
A07EA06;N;BUDESONID;BUDESONIDE
A07EA07;N;BEKLOMETASON;BECLOMETASONE
A07EB;N;ANTIALERGIKA KROMÃ KORTIKOSTEROIDŸ;ANTIALLERGIC AGENTS, EXCL. CORTICOSTEROIDS
A07EB01;N;KYSELINA CHROMOGLYKANOV¡;CROMOGLICIC ACID
A07EC;N;KYSELINA AMINOSALICYLOV¡ A PODOBN… L¡TKY;AMINOSALICYLIC ACID AND SIMILAR AGENTS
A07EC01;N;SULFASALAZIN;SULFASALAZINE
A07EC02;N;MESALAZIN;MESALAZINE
A07EC03;N;OLSALAZIN;OLSALAZINE
A07EC04;N;BALSALAZID;BALSALAZIDE
A07F;N;PROTIPRŸJMOV… MIKROORGANISMY;ANTIDIARRHEAL MICROORGANISMS
A07FA;N;PROTIPRŸJMOV… MIKROORGANISMY;ANTIDIARRHEAL MICROORGANISMS
A07FA01;N;ORGANISMY PRODUKUJÕCÕ KYSELINU ML…»NOU;LACTIC ACID PRODUCING ORGANISMS
A07FA02;N;SACCHAROMYCES BOULARDII;SACCHAROMYCES BOULARDII
A07FA03;N;ESCHERICHIA COLI;ESCHERICHIA COLI
A07FA51;N;ORGANISMY PRODUKUJÕCÕ KYSELINU ML…»NOU, KOMBINACE;LACTIC ACID PRODUCING ORGANISMS, COMBINATIONS
A07X;N;JIN¡ ANTIDIAROIKA;OTHER ANTIDIARRHEALS
A07XA;N;JIN¡ ANTIDIAROIKA;OTHER ANTIDIARRHEALS
A07XA01;N;ALBUMIN-TAN¡T;ALBUMIN TANNATE
A07XA02;N;ROHOVNÕKOV¡ KLOVATINA;CERATONIA
A07XA03;N;SLOU»ENINY V¡PNÕKU;CALCIUM COMPOUNDS
A07XA04;N;RACEKADOTRIL;RACECADOTRIL
A07XA06;N;KROFELEMER;CROFELEMER
A07XA51;N;ALBUMIN-TAN¡T, KOMBINACE;ALBUMIN TANNATE, COMBINATIONS
A08;N;L…»IVA K TERAPII OBEZITY, KROMÃ DIETETIK;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08A;N;L…»IVA K TERAPII OBEZITY, KROMÃ DIETETIK;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08AA;N;CENTR¡LNÃ PŸSOBÕCÕ L…»IVA K TERAPII OBEZITY;CENTRALLY ACTING ANTIOBESITY PRODUCTS
A08AA01;N;FENTERMIN;PHENTERMINE
A08AA02;N;FENFLURAMIN;FENFLURAMINE
A08AA03;N;AMFEPRAMON;AMFEPRAMONE
A08AA04;N;DEXFENFLURAMIN;DEXFENFLURAMINE
A08AA05;N;MAZINDOL;MAZINDOL
A08AA06;N;ETILAMFETAMIN;ETILAMFETAMINE
A08AA07;N;KATHIN;CATHINE
A08AA08;N;KLOBENZOREX;CLOBENZOREX
A08AA09;N;MEFENOREX;MEFENOREX
A08AA10;N;SIBUTRAMIN;SIBUTRAMINE
A08AA11;N;LORKASERIN;LORCASERIN
A08AA12;N;SETMELANOTID;SETMELANOTIDE
A08AA51;N;FENTERMIN A TOPIRAM¡T;PHENTERMINE AND TOPIRAMATE
A08AA56;N;EFEDRIN, KOMBINACE;EPHEDRINE, COMBINATIONS
A08AA62;N;BUPROPION A NALTREXON;BUPROPION AND NALTREXONE
A08AB;N;PERIFERNÃ PŸSOBÕCÕ L…»IVA K TERAPII OBEZITY;PERIPHERALLY ACTING ANTIOBESITY PRODUCTS
A08AB01;N;ORLISTAT;ORLISTAT
A08AX;N;JIN¡ L…»IVA K TERAPII OBEZITY;OTHER ANTIOBESITY DRUGS
A08AX01;N;RIMONABANT;RIMONABANT
A09;N;DIGESTIVA V»ETNÃ ENZYMOV›CH PÿÕPRAVKŸ;DIGESTIVES, INCL. ENZYMES
A09A;N;DIGESTIVA V»ETNÃ ENZYMOV›CH PÿÕPRAVKŸ;DIGESTIVES, INCL. ENZYMES
A09AA;N;ENZYMOV… PÿÕPRAVKY;ENZYME PREPARATIONS
A09AA01;N;AMYLASA;DIASTASE
A09AA02;N;MULTIENZYMOV… PÿÕPRAVKY (LIPASA, PROTEASA APOD.);MULTIENZYMES (LIPASE, PROTEASE ETC.)
A09AA03;N;PEPSIN;PEPSIN
A09AA04;N;TILAKTASA;TILACTASE
A09AB;N;ACIDA;ACID PREPARATIONS
A09AB01;N;HYDROCHLORID KYSELINY GLUTAMOV…;GLUTAMIC ACID HYDROCHLORIDE
A09AB02;N;BETAIN-HYDROCHLORID;BETAINE HYDROCHLORIDE
A09AB03;N;KYSELINA CHLOROVODÕKOV¡;HYDROCHLORIC ACID
A09AB04;N;KYSELINA CITRONOV¡;CITRIC ACID
A09AC;N;ENZYMY A ACIDA, KOMBINACE;ENZYME AND ACID PREPARATIONS, COMBINATIONS
A09AC01;N;PEPSIN A ACIDA;PEPSIN AND ACID PREPARATIONS
A09AC02;N;MULTIENZYMOV… PÿÕPRAVKY A ACIDA;MULTIENZYMES AND ACID PREPARATIONS
A10;N;L…»IVA K TERAPII DIABETU;DRUGS USED IN DIABETES
A10A;N;INSULINY A ANALOGA;INSULINS AND ANALOGUES
A10AB;N;INSULINY A ANALOGA RYCHLE PŸSOBÕCÕ, K INJEK»NÕ APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, FAST-ACTING
A10AB01;N;LIDSK› INSULIN;INSULIN (HUMAN)
A10AB02;N;HOVÃZÕ INSULIN;INSULIN (BEEF)
A10AB03;N;PRASE»Õ INSULIN;INSULIN (PORK)
A10AB04;N;INSULIN LISPRO;INSULIN LISPRO
A10AB05;N;INSULIN ASPART;INSULIN ASPART
A10AB06;N;INSULIN GLULISIN;INSULIN GLULISINE
A10AB30;N;KOMBINACE INSULINŸ;COMBINATIONS
A10AC;N;INSULINY A ANALOGA STÿEDNÃDOBÃ PŸSOBÕCÕ, K INJEK»NÕ APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, INTERMEDIATE-ACTING
A10AC01;N;LIDSK› INSULIN;INSULIN (HUMAN)
A10AC02;N;HOVÃZÕ INSULIN;INSULIN (BEEF)
A10AC03;N;PRASE»Õ INSULIN;INSULIN (PORK)
A10AC04;N;INSULIN LISPRO;INSULIN LISPRO
A10AC30;N;KOMBINACE INSULINŸ;COMBINATIONS
A10AD;N;INSULINY A ANALOGA STÿEDNÃDOBÃ NEBO DLOUZE PŸSOBÕCÕ V KOMBINACI S RYCHLE PŸSOBÕCÕMI, K INJ. APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, INTERMEDIATE- OR LONG-ACTING COMBINED WITH FAST-ACTING
A10AD01;N;LIDSK› INSULIN;INSULIN (HUMAN)
A10AD02;N;HOVÃZÕ INSULIN;INSULIN (BEEF)
A10AD03;N;PRASE»Õ INSULIN;INSULIN (PORK)
A10AD04;N;INSULIN LISPRO;INSULIN LISPRO
A10AD05;N;INSULIN ASPART;INSULIN ASPART
A10AD06;N;INSULIN DEGLUDEK A INSULIN ASPART;INSULIN DEGLUDEC AND INSULIN ASPART
A10AD30;N;KOMBINACE INSULINŸ;COMBINATIONS
A10AE;N;INSULINY A ANALOGA DLOUZE PŸSOBÕCÕ, K INJEK»NÕ APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, LONG-ACTING
A10AE01;N;LIDSK› INSULIN;INSULIN (HUMAN)
A10AE02;N;HOVÃZÕ INSULIN;INSULIN (BEEF)
A10AE03;N;PRASE»Õ INSULIN;INSULIN (PORK)
A10AE04;N;INSULIN GLARGIN;INSULIN GLARGINE
A10AE05;N;INSULIN DETEMIR;INSULIN DETEMIR
A10AE06;N;INSULIN DEGLUDEK;INSULIN DEGLUDEC
A10AE07;N;INSULIN-IKODEK;INSULIN ICODEC
A10AE30;N;KOMBINACE INSULINŸ;COMBINATIONS
A10AE54;N;INSULIN GLARGIN A LIXISENATID;INSULIN GLARGINE AND LIXISENATIDE
A10AE56;N;INSULIN DEGLUDEK A LIRAGLUTID;INSULIN DEGLUDEC AND LIRAGLUTIDE
A10AE57;N;INSULIN-IKODEK A SEMAGLUTID;INSULIN ICODEC AND SEMAGLUTIDE
A10AF;N;INSULINY A ANALOGA, INHALA»NÕ;INSULINS AND ANALOGUES FOR INHALATION
A10AF01;N;LIDSK› INSULIN;INSULIN (HUMAN)
A10B;N;ANTIDIABETIKA, KROMÃ INSULINŸ;BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BA;N;BIGUANIDY;BIGUANIDES
A10BA01;N;FENFORMIN;PHENFORMIN
A10BA02;N;METFORMIN;METFORMIN
A10BA03;N;BUFORMIN;BUFORMIN
A10BB;N;DERIV¡TY SULFONYLMO»OVINY;SULFONYLUREAS
A10BB01;N;GLIBENKLAMID;GLIBENCLAMIDE
A10BB02;N;CHLORPROPAMID;CHLORPROPAMIDE
A10BB03;N;TOLBUTAMID;TOLBUTAMIDE
A10BB04;N;GLIBORNURID;GLIBORNURIDE
A10BB05;N;TOLAZAMID;TOLAZAMIDE
A10BB06;N;KARBUTAMID;CARBUTAMIDE
A10BB07;N;GLIPIZID;GLIPIZIDE
A10BB08;N;GLICHIDON;GLIQUIDONE
A10BB09;N;GLIKLAZID;GLICLAZIDE
A10BB10;N;METAHEXAMID;METAHEXAMIDE
A10BB11;N;GLISOXEPID;GLISOXEPIDE
A10BB12;N;GLIMEPIRID;GLIMEPIRIDE
A10BB31;N;ACETOHEXAMID;ACETOHEXAMIDE
A10BC;N;SULFONAMIDY, HETEROCYKLICK…;SULFONAMIDES (HETEROCYCLIC)
A10BC01;N;GLYMIDIN;GLYMIDINE
A10BD;N;KOMBINACE PEROR¡LNÕCH ANTIDIABETIK;COMBINATIONS OF ORAL BLOOD GLUCOSE LOWERING DRUGS
A10BD01;N;FENFORMIN A SULFONYLMO»OVINY;PHENFORMIN AND SULFONYLUREAS
A10BD02;N;METFORMIN A SULFONYLMO»OVINY;METFORMIN AND SULFONYLUREAS
A10BD03;N;METFORMIN A ROSIGLITAZON;METFORMIN AND ROSIGLITAZONE
A10BD04;N;GLIMEPIRID A ROSIGLITAZON;GLIMEPIRIDE AND ROSIGLITAZONE
A10BD05;N;METFORMIN A PIOGLITAZON;METFORMIN AND PIOGLITAZONE
A10BD06;N;GLIMEPIRID A PIOGLITAZON;GLIMEPIRIDE AND PIOGLITAZONE
A10BD07;N;METFORMIN A SITAGLIPTIN;METFORMIN AND SITAGLIPTIN
A10BD08;N;METFORMIN A VILDAGLIPTIN;METFORMIN AND VILDAGLIPTIN
A10BD09;N;PIOGLITAZON A ALOGLIPTIN;PIOGLITAZONE AND ALOGLIPTIN
A10BD10;N;METFORMIN A SAXAGLIPTIN;METFORMIN AND SAXAGLIPTIN
A10BD11;N;METFORMIN A LINAGLIPTIN;METFORMIN AND LINAGLIPTIN
A10BD12;N;PIOGLITAZON A SITAGLIPTIN;PIOGLITAZONE AND SITAGLIPTIN
A10BD13;N;METFORMIN A ALOGLIPTIN;METFORMIN AND ALOGLIPTIN
A10BD14;N;METFORMIN A REPAGLINID;METFORMIN AND REPAGLINIDE
A10BD15;N;METFORMIN A DAPAGLIFLOZIN;METFORMIN AND DAPAGLIFLOZIN
A10BD16;N;METFORMIN A KANAGLIFLOZIN;METFORMIN AND CANAGLIFLOZIN
A10BD17;N;METFORMIN A AKARBOSA;METFORMIN AND ACARBOSE
A10BD18;N;METFORMIN A GEMIGLIPTIN;METFORMIN AND GEMIGLIPTIN
A10BD19;N;LINAGLIPTIN A EMPAGLIFLOZIN;LINAGLIPTIN AND EMPAGLIFLOZIN
A10BD20;N;METFORMIN A EMPAGLIFLOZIN;METFORMIN AND EMPAGLIFLOZIN
A10BD21;N;SAXAGLIPTIN A DAPAGLIFLOZIN;SAXAGLIPTIN AND DAPAGLIFLOZIN
A10BD22;N;METFORMIN A EVOGLIPTIN;METFORMIN AND EVOGLIPTIN
A10BD23;N;METFORMIN A ERTUGLIFLOZIN;METFORMIN AND ERTUGLIFLOZIN
A10BD24;N;SITAGLIPTIN A ERTUGLIFLOZIN;SITAGLIPTIN AND ERTUGLIFLOZIN
A10BD25;N;METFORMIN, SAXAGLIPTIN A DAPAGLIFLOZIN;METFORMIN, SAXAGLIPTIN AND DAPAGLIFLOZIN
A10BD26;N;METFORMIN A LOBEGLITAZON;METFORMIN AND LOBEGLITAZONE
A10BD27;N;METFORMIN, LINAGLIPTIN A EMPAGLIFLOZIN;METFORMIN, LINAGLIPTIN AND EMPAGLIFLOZIN
A10BD28;N;METFORMIN A TENELIGLIPTIN;METFORMIN AND TENELIGLIPTIN
A10BD29;N;SITAGLIPTIN A DAPAGLIFLOZIN;SITAGLIPTIN AND DAPAGLIFLOZIN
A10BD30;N;GEMIGLIPTIN A DAPAGLIFLOZIN;GEMIGLIPTIN AND DAPAGLIFLOZIN
A10BD31;N;METFORMIN, SITAGLIPTIN A DAPAGLIFLOZIN;METFORMIN, SITAGLIPTIN AND DAPAGLIFLOZIN
A10BD32;N;GLIMEPIRID A DAPAGLIFLOZIN;GLIMEPIRIDE AND DAPAGLIFLOZIN
A10BD33;N;PIOGLITAZON A DAPAGLIFLOZIN;PIOGLITAZONE AND DAPAGLIFLOZIN
A10BD34;N;METFORMIN A ENAVOGLIFLOZIN;METFORMIN AND ENAVOGLIFLOZIN
A10BF;N;INHIBITORY ALFA-GLUKOSIDAS;ALPHA GLUCOSIDASE INHIBITORS
A10BF01;N;AKARBOSA;ACARBOSE
A10BF02;N;MIGLITOL;MIGLITOL
A10BF03;N;VOGLIBOSA;VOGLIBOSE
A10BG;N;THIAZOLIDINDIONY;THIAZOLIDINEDIONES
A10BG01;N;TROGLITAZON;TROGLITAZONE
A10BG02;N;ROSIGLITAZON;ROSIGLITAZONE
A10BG03;N;PIOGLITAZON;PIOGLITAZONE
A10BG04;N;LOBEGLITAZON;LOBEGLITAZONE
A10BH;N;INHIBITORY DIPEPTIDYL-PEPTIDASY 4 (DPP-4);DIPEPTIDYL PEPTIDASE 4 (DPP-4) INHIBITORS
A10BH01;N;SITAGLIPTIN;SITAGLIPTIN
A10BH02;N;VILDAGLIPTIN;VILDAGLIPTIN
A10BH03;N;SAXAGLIPTIN;SAXAGLIPTIN
A10BH04;N;ALOGLIPTIN;ALOGLIPTIN
A10BH05;N;LINAGLIPTIN;LINAGLIPTIN
A10BH06;N;GEMIGLIPTIN;GEMIGLIPTIN
A10BH07;N;EVOGLIPTIN;EVOGLIPTIN
A10BH08;N;TENELIGLIPTIN;TENELIGLIPTIN
A10BH51;N;SITAGLIPTIN A SIMVASTATIN;SITAGLIPTIN AND SIMVASTATIN
A10BH52;N;GEMIGLIPTIN A ROSUVASTATIN;GEMIGLIPTIN AND ROSUVASTATIN
A10BJ;N;ANALOGA GLP-1 (PEPTIDU PODOBN…HO GLUKAGONU 1);GLUCAGON-LIKE PEPTIDE-1 (GLP-1) ANALOGUES
A10BJ01;N;EXENATID;EXENATIDE
A10BJ02;N;LIRAGLUTID;LIRAGLUTIDE
A10BJ03;N;LIXISENATID;LIXISENATIDE
A10BJ04;N;ALBIGLUTID;ALBIGLUTIDE
A10BJ05;N;DULAGLUTID;DULAGLUTIDE
A10BJ06;N;SEMAGLUTID;SEMAGLUTIDE
A10BJ07;N;BEINAGLUTID;BEINAGLUTIDE
A10BK;N;INHIBITORY SODÕKO-GLUKOSOV…HO KOTRANSPORT…RU 2 (SGLT2);SODIUM-GLUCOSE CO-TRANSPORTER 2 (SGLT2) INHIBITORS
A10BK01;N;DAPAGLIFLOZIN;DAPAGLIFLOZIN
A10BK02;N;KANAGLIFLOZIN;CANAGLIFLOZIN
A10BK03;N;EMPAGLIFLOZIN;EMPAGLIFLOZIN
A10BK04;N;ERTUGLIFLOZIN;ERTUGLIFLOZIN
A10BK05;N;IPRAGLIFLOZIN;IPRAGLIFLOZIN
A10BK06;N;SOTAGLIFLOZIN;SOTAGLIFLOZIN
A10BK07;N;LUSEOGLIFLOZIN;LUSEOGLIFLOZIN
A10BK08;N;BEXAGLIFLOZIN;BEXAGLIFLOZIN
A10BK09;N;ENAVOGLIFLOZIN;ENAVOGLIFLOZIN
